subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_length,ideal_accuracy,stim_reliability_level,r
4,audio,different_sds,1,3,1,2711.99974,0.02,1,132.9502994,1,4,2
4,audio,different_sds,2,1,0,2860.98031,4.00E-05,1,293.0850707,0,1,5
1,audio,different_sds,1,2,1,2642.24705,2.00E-04,1,43.87655259,1,2,3
1,audio,different_sds,1,2,1,2789.464837,0.02,1,257.7445836,1,4,3
1,audio,different_sds,1,2,1,2754.258115,3.00E-04,1,236.6695833,1,3,3
1,audio,different_sds,2,1,0,2802.554227,4.00E-05,1,220.5439194,0,1,5
1,audio,different_sds,1,2,0,2998.800952,3.00E-04,2,202.3867324,0,3,3
1,audio,different_sds,2,1,1,3184.644825,4.00E-05,2,207.7388291,1,1,5
2,audio,different_sds,1,2,0,2912.313765,2.00E-04,2,121.5299825,1,2,3
2,audio,different_sds,1,2,0,2805.611483,3.00E-04,2,299.4199426,1,3,3
2,audio,different_sds,1,2,0,3076.241375,4.00E-05,2,32.61853573,0,1,3
2,audio,different_sds,1,1,1,2816.232498,4.00E-05,1,209.7888428,1,1,4
2,audio,different_sds,1,2,0,2603.073789,0.02,2,115.5297111,1,4,3
2,audio,different_sds,1,1,0,3306.991062,4.00E-05,2,169.8121042,0,1,4
3,audio,different_sds,1,1,0,2564.994403,2.00E-04,2,185.827714,1,2,4
3,audio,different_sds,1,1,1,2442.460183,3.00E-04,1,359.0107689,0,3,4
3,audio,different_sds,1,3,1,2575.564122,0.02,1,200.2119616,1,4,2
3,audio,different_sds,2,1,1,2481.579205,2.00E-04,2,330.3523672,1,2,5
3,audio,different_sds,1,3,0,2587.973259,0.02,2,210.4837342,1,4,2
3,audio,different_sds,2,4,1,2354.676174,0.02,2,290.6360524,1,4,8
4,audio,different_sds,1,2,1,2830.924782,2.00E-04,1,149.4206605,1,2,3
4,audio,different_sds,2,3,1,2399.908438,0.02,2,344.3512435,1,4,7
4,audio,different_sds,1,3,1,2679.899446,0.02,1,98.94705149,1,4,2
4,audio,different_sds,1,3,1,2594.656937,0.02,1,300.1502382,1,4,2
4,audio,different_sds,2,1,0,2900.366489,4.00E-05,1,233.9188648,0,1,5
4,audio,different_sds,2,1,0,2724.004347,4.00E-05,1,34.14450079,0,1,5
1,audio,different_sds,2,3,1,2934.159066,3.00E-04,2,333.9878043,1,3,7
1,audio,different_sds,1,2,0,2939.822773,2.00E-04,2,322.1696601,0,2,3
1,audio,different_sds,1,1,1,2766.889833,4.00E-05,1,8.211511403,1,1,4
1,audio,different_sds,2,2,1,2022.749501,2.00E-04,2,353.7490292,1,2,6
1,audio,different_sds,1,2,0,2855.078697,3.00E-04,2,55.17236168,1,3,3
1,audio,different_sds,1,2,1,2567.08684,3.00E-04,1,116.45143,1,3,3
2,audio,different_sds,2,1,1,3655.863164,4.00E-05,2,142.7633689,1,1,5
2,audio,different_sds,1,1,0,2628.844582,2.00E-04,2,45.61576635,1,2,4
2,audio,different_sds,1,1,0,2747.5103,0.02,2,169.740313,1,4,4
2,audio,different_sds,1,1,1,2847.136594,2.00E-04,1,140.3742431,1,2,4
2,audio,different_sds,2,3,1,3520.348164,0.02,2,241.1938856,1,4,7
2,audio,different_sds,2,1,1,2382.709469,2.00E-04,2,104.1187237,1,2,5
3,audio,different_sds,2,1,1,2309.78042,4.00E-05,2,99.66951238,1,1,5
3,audio,different_sds,1,1,0,3352.244473,4.00E-05,2,235.782651,0,1,4
3,audio,different_sds,2,2,0,2625.74421,3.00E-04,1,355.4182067,0,3,6
3,audio,different_sds,1,3,1,2688.18757,0.02,1,163.220203,1,4,2
3,audio,different_sds,2,4,1,2360.610399,0.02,2,86.48016774,1,4,8
3,audio,different_sds,1,3,1,2926.431049,0.02,1,172.2424833,0,4,2
4,audio,different_sds,2,4,1,3574.988957,0.02,2,276.5832715,1,4,8
4,audio,different_sds,1,2,1,2722.579553,3.00E-04,1,45.63195006,1,3,3
4,audio,different_sds,1,2,1,2809.115246,3.00E-04,1,96.69370936,1,3,3
4,audio,different_sds,1,3,1,2670.09856,3.00E-04,1,300.8841202,1,3,2
4,audio,different_sds,1,2,1,2721.737607,2.00E-04,1,251.3377255,1,2,3
4,audio,different_sds,2,1,0,2679.33545,4.00E-05,1,58.09698826,0,1,5
1,audio,different_sds,1,1,0,2755.329921,4.00E-05,2,335.2565065,1,1,4
1,audio,different_sds,2,3,0,2580.865033,0.02,1,117.9143862,0,4,7
1,audio,different_sds,1,2,1,2684.265578,3.00E-04,1,203.0159328,1,3,3
1,audio,different_sds,2,2,1,3017.200414,3.00E-04,2,172.8896884,1,3,6
1,audio,different_sds,2,2,1,2984.069336,0.02,2,245.9989714,1,4,6
1,audio,different_sds,2,1,1,2767.737254,2.00E-04,2,295.6370251,0,2,5
2,audio,different_sds,1,2,1,2663.903191,0.02,1,251.4146973,1,4,3
2,audio,different_sds,1,2,0,2485.847604,3.00E-04,2,259.4524083,1,3,3
2,audio,different_sds,2,1,0,2714.352206,4.00E-05,1,224.5438837,0,1,5
2,audio,different_sds,1,2,1,2603.686014,3.00E-04,1,254.9271235,1,3,3
2,audio,different_sds,1,2,0,2657.363767,2.00E-04,2,38.20541149,1,2,3
2,audio,different_sds,2,3,1,2155.670298,3.00E-04,2,30.59664164,1,3,7
3,audio,different_sds,1,1,0,2701.552065,2.00E-04,2,105.2275476,1,2,4
3,audio,different_sds,1,1,0,2854.416233,2.00E-04,2,285.2306762,1,2,4
3,audio,different_sds,1,1,1,2652.97016,4.00E-05,1,1.567363618,1,1,4
3,audio,different_sds,2,3,1,3391.151248,3.00E-04,2,235.864568,1,3,7
3,audio,different_sds,1,1,1,2631.270229,4.00E-05,1,238.4793376,1,1,4
3,audio,different_sds,2,3,1,2308.533747,0.02,2,165.8563956,1,4,7
4,audio,different_sds,1,2,1,2850.55572,2.00E-04,1,274.6747113,1,2,3
4,audio,different_sds,2,4,1,1571.835921,0.02,2,177.5193034,1,4,8
4,audio,different_sds,2,1,1,1615.746544,4.00E-05,2,104.280889,1,1,5
4,audio,different_sds,1,2,1,2654.202128,3.00E-04,1,288.711203,1,3,3
4,audio,different_sds,2,1,0,2844.874167,4.00E-05,1,224.3034115,0,1,5
4,audio,different_sds,1,1,0,2819.212575,3.00E-04,2,309.8572111,1,3,4
1,audio,different_sds,1,2,1,2873.566441,3.00E-04,1,117.2085417,1,3,3
1,audio,different_sds,1,2,0,2589.878984,0.02,2,50.33482054,1,4,3
1,audio,different_sds,2,2,0,2847.853606,3.00E-04,1,300.5863861,0,3,6
1,audio,different_sds,2,1,0,2618.313035,2.00E-04,1,314.7801807,0,2,5
1,audio,different_sds,2,1,1,2931.311101,4.00E-05,2,26.50459205,1,1,5
1,audio,different_sds,2,1,0,2735.145251,4.00E-05,1,127.6563899,0,1,5
2,audio,different_sds,1,1,0,2656.456007,2.00E-04,2,255.1906761,1,2,4
2,audio,different_sds,1,2,1,2543.483117,0.02,1,53.30000542,1,4,3
2,audio,different_sds,2,1,1,2282.258893,0.02,2,37.56816413,1,4,5
2,audio,different_sds,1,1,1,2701.594611,2.00E-04,1,321.4993412,1,2,4
2,audio,different_sds,1,1,0,2634.037807,2.00E-04,2,44.56586927,1,2,4
2,audio,different_sds,1,1,0,2206.58505,3.00E-04,2,139.6826405,0,3,4
3,audio,different_sds,2,2,0,2452.26892,0.02,1,175.6916909,1,4,6
3,audio,different_sds,2,2,1,2283.362706,3.00E-04,2,265.4136345,1,3,6
3,audio,different_sds,2,1,0,2815.343107,2.00E-04,1,43.83295356,0,2,5
3,audio,different_sds,2,1,1,2897.172584,2.00E-04,2,322.3834072,0,2,5
3,audio,different_sds,1,2,1,2842.517985,3.00E-04,1,21.11642197,1,3,3
3,audio,different_sds,2,4,1,3573.605816,0.02,2,318.3248735,1,4,8
4,audio,different_sds,1,2,0,2752.342827,3.00E-04,2,22.2356404,1,3,3
4,audio,different_sds,1,3,1,2823.758437,2.00E-04,1,306.1607105,1,2,2
4,audio,different_sds,1,3,1,2902.521174,2.00E-04,1,154.1692024,1,2,2
4,audio,different_sds,2,1,0,2653.048805,4.00E-05,1,281.5404463,0,1,5
4,audio,different_sds,1,2,1,2607.711922,3.00E-04,1,110.3731903,1,3,3
4,audio,different_sds,1,1,0,2592.815601,4.00E-05,2,133.7808217,1,1,4
1,audio,different_sds,2,1,1,1926.996409,4.00E-05,2,79.65586218,1,1,5
1,audio,different_sds,1,1,1,2557.68476,4.00E-05,1,68.44955174,1,1,4
1,audio,different_sds,2,2,0,2631.928195,0.02,1,163.6803698,0,4,6
1,audio,different_sds,2,1,1,3019.476039,4.00E-05,2,69.20016921,1,1,5
1,audio,different_sds,2,4,1,3413.660789,0.02,2,330.1386118,1,4,8
1,audio,different_sds,2,2,1,3344.062853,3.00E-04,2,274.2082521,1,3,6
2,audio,different_sds,1,2,0,2841.109007,0.02,2,138.627321,1,4,3
2,audio,different_sds,1,1,0,2153.636341,4.00E-05,2,271.1347075,0,1,4
2,audio,different_sds,2,2,1,2224.150992,3.00E-04,2,51.94373443,1,3,6
2,audio,different_sds,1,1,1,2911.570422,2.00E-04,1,209.9717158,1,2,4
2,audio,different_sds,1,1,0,2900.902747,4.00E-05,2,43.82417261,1,1,4
2,audio,different_sds,1,2,0,2891.077337,2.00E-04,2,268.1487504,1,2,3
3,audio,different_sds,2,3,0,2950.874031,0.02,1,236.7022928,1,4,7
3,audio,different_sds,2,1,0,2945.036565,2.00E-04,1,126.9019347,1,2,5
3,audio,different_sds,1,3,1,2694.498785,0.02,1,266.1676092,1,4,2
3,audio,different_sds,1,1,0,2560.468102,4.00E-05,2,333.6029577,1,1,4
3,audio,different_sds,1,1,0,1969.052859,2.00E-04,2,279.8272495,0,2,4
3,audio,different_sds,1,1,0,1779.624819,4.00E-05,2,33.03838983,0,1,4
4,audio,different_sds,1,2,1,2675.518009,0.02,1,119.7146257,1,4,3
4,audio,different_sds,2,1,0,2545.787958,4.00E-05,1,90.60162938,0,1,5
4,audio,different_sds,1,2,1,2733.738604,3.00E-04,1,109.6909344,1,3,3
4,audio,different_sds,2,2,1,2026.193893,3.00E-04,2,171.1236239,1,3,6
4,audio,different_sds,1,1,1,2692.813049,4.00E-05,1,104.1061864,1,1,4
4,audio,different_sds,1,2,0,2906.593266,2.00E-04,2,21.87798579,1,2,3
1,audio,different_sds,1,1,0,2488.082988,4.00E-05,2,2.864527215,1,1,4
1,audio,different_sds,1,1,0,2828.516401,4.00E-05,2,166.2092595,1,1,4
1,audio,different_sds,2,2,1,1650.347412,2.00E-04,2,189.2212491,1,2,6
1,audio,different_sds,2,1,0,2676.757778,2.00E-04,1,307.9889747,0,2,5
1,audio,different_sds,2,2,0,2795.413424,0.02,1,138.3186036,0,4,6
1,audio,different_sds,1,2,1,2766.046609,3.00E-04,1,127.3977566,1,3,3
2,audio,different_sds,2,2,1,2458.640497,4.00E-05,2,307.3644136,1,1,6
2,audio,different_sds,2,1,1,2431.118408,2.00E-04,2,199.1168963,1,2,5
2,audio,different_sds,1,2,1,2636.013083,3.00E-04,1,139.532299,1,3,3
2,audio,different_sds,1,1,1,2646.460459,3.00E-04,1,140.2589619,1,3,4
2,audio,different_sds,2,1,1,2928.485407,2.00E-04,2,258.0520991,1,2,5
2,audio,different_sds,2,1,1,2555.423185,2.00E-04,2,238.7656275,0,2,5
3,audio,different_sds,1,1,1,2500.190766,2.00E-04,1,56.7830195,1,2,4
3,audio,different_sds,1,2,1,2697.08284,3.00E-04,1,56.3932641,1,3,3
3,audio,different_sds,1,2,1,2898.484575,3.00E-04,1,146.922816,1,3,3
3,audio,different_sds,1,1,0,2746.504951,4.00E-05,2,145.3182487,1,1,4
3,audio,different_sds,1,1,0,2201.515359,2.00E-04,2,130.174182,0,2,4
3,audio,different_sds,1,1,0,2929.777619,2.00E-04,2,7.74334484,0,2,4
4,audio,different_sds,1,2,1,2761.848736,2.00E-04,1,170.2355373,1,2,3
4,audio,different_sds,1,3,0,2705.550818,2.00E-04,2,358.9435555,1,2,2
4,audio,different_sds,2,3,1,2104.698036,0.02,2,270.6431972,1,4,7
4,audio,different_sds,1,2,0,1879.880841,2.00E-04,2,76.85791353,0,2,3
4,audio,different_sds,1,3,1,2635.152164,0.02,1,270.5086273,1,4,2
4,audio,different_sds,1,3,0,2628.489286,0.02,2,350.044876,1,4,2
1,audio,different_sds,1,2,1,2482.391946,0.02,1,40.49610796,0,4,3
1,audio,different_sds,2,3,1,3270.526006,2.00E-04,2,86.05468857,1,2,7
1,audio,different_sds,1,2,1,2626.888002,2.00E-04,1,319.2059969,1,2,3
1,audio,different_sds,2,2,1,2435.721703,0.02,2,186.6827997,1,4,6
1,audio,different_sds,2,1,0,2751.05654,2.00E-04,1,123.0591214,0,2,5
1,audio,different_sds,1,2,1,2513.35913,2.00E-04,1,126.4519119,1,2,3
2,audio,different_sds,2,2,1,3066.60261,0.02,2,114.9930403,1,4,6
2,audio,different_sds,2,1,1,2357.951896,0.02,2,62.83510374,1,4,5
2,audio,different_sds,1,2,1,2649.862633,4.00E-05,1,1.133742229,1,1,3
2,audio,different_sds,2,1,1,2858.351731,4.00E-05,2,72.62452985,0,1,5
2,audio,different_sds,1,1,0,2137.496019,4.00E-05,2,49.13860533,0,1,4
2,audio,different_sds,2,3,1,1768.274194,3.00E-04,2,30.37032914,1,3,7
3,audio,different_sds,2,3,1,2383.186798,0.02,2,209.1494603,1,4,7
3,audio,different_sds,1,1,1,2608.493202,4.00E-05,1,192.5585725,1,1,4
3,audio,different_sds,1,3,0,2774.239378,0.02,2,257.8723206,1,4,2
3,audio,different_sds,2,1,0,2696.654078,4.00E-05,1,174.5633638,0,1,5
3,audio,different_sds,1,2,1,2941.932294,3.00E-04,1,272.8292067,0,3,3
3,audio,different_sds,1,1,1,2661.274754,4.00E-05,1,35.5381541,1,1,4
4,audio,different_sds,1,2,1,2777.343117,3.00E-04,1,356.7216622,1,3,3
4,audio,different_sds,2,1,0,2707.508626,4.00E-05,1,261.1129645,0,1,5
4,audio,different_sds,1,3,0,2832.389925,0.02,2,29.53359308,1,4,2
4,audio,different_sds,1,2,1,2793.373509,3.00E-04,1,24.19017995,1,3,3
4,audio,different_sds,1,3,1,2713.152628,0.02,1,166.9874102,1,4,2
4,audio,different_sds,1,1,1,2766.651442,2.00E-04,1,47.68841912,1,2,4
1,audio,different_sds,1,2,1,2866.302603,3.00E-04,1,180.4990955,1,3,3
1,audio,different_sds,1,2,1,2658.720623,2.00E-04,1,27.57482539,1,2,3
1,audio,different_sds,2,2,1,2706.92054,0.02,2,335.4958864,0,4,6
1,audio,different_sds,2,2,0,2502.757075,2.00E-04,1,115.7283724,0,2,6
1,audio,different_sds,2,3,1,3065.62376,0.02,2,196.3083542,1,4,7
1,audio,different_sds,1,2,1,2679.159511,3.00E-04,1,120.5252498,1,3,3
2,audio,different_sds,1,1,1,2700.796048,4.00E-05,1,129.5304401,1,1,4
2,audio,different_sds,2,3,1,3515.388856,3.00E-04,2,214.1887253,1,3,7
2,audio,different_sds,1,1,0,2744.683916,0.02,2,23.55096547,1,4,4
2,audio,different_sds,2,1,1,2310.316855,2.00E-04,2,104.7781027,1,2,5
2,audio,different_sds,1,1,1,2636.632241,2.00E-04,1,83.21590858,1,2,4
2,audio,different_sds,1,1,1,2606.016022,0.02,1,274.8447867,1,4,4
3,audio,different_sds,1,2,1,2628.65349,3.00E-04,1,54.98283185,1,3,3
3,audio,different_sds,1,1,0,4049.795314,4.00E-05,2,144.3988899,0,1,4
3,audio,different_sds,1,2,0,2770.38728,3.00E-04,2,279.0080342,1,3,3
3,audio,different_sds,1,1,1,2566.530401,4.00E-05,1,335.6680215,1,1,4
3,audio,different_sds,2,4,1,2326.959766,0.02,2,8.312792551,1,4,8
3,audio,different_sds,2,4,1,3211.125044,0.02,2,35.62901499,1,4,8
4,audio,different_sds,2,2,1,2913.599155,3.00E-04,2,194.1085391,0,3,6
4,audio,different_sds,2,1,1,2052.765223,3.00E-04,2,47.98586583,1,3,5
4,audio,different_sds,1,2,1,2656.272158,2.00E-04,1,263.2759604,1,2,3
4,audio,different_sds,2,2,0,2445.516159,0.02,1,191.6349182,1,4,6
4,audio,different_sds,1,1,1,2745.472506,3.00E-04,1,98.26313207,1,3,4
4,audio,different_sds,2,1,1,3713.46783,3.00E-04,2,231.1033844,1,3,5
1,audio,different_sds,1,1,1,2717.562884,3.00E-04,1,344.4931849,1,3,4
1,audio,different_sds,1,2,0,2765.366399,0.02,2,9.419023473,1,4,3
1,audio,different_sds,2,2,1,2871.943268,2.00E-04,2,347.0134391,0,2,6
1,audio,different_sds,2,1,1,2949.598685,4.00E-05,2,248.4426415,1,1,5
1,audio,different_sds,2,2,1,2356.596961,3.00E-04,2,316.345808,1,3,6
1,audio,different_sds,2,3,1,2197.479633,2.00E-04,2,180.3196588,1,2,7
2,audio,different_sds,2,1,1,2255.267531,3.00E-04,2,356.8995488,1,3,5
2,audio,different_sds,1,1,0,2778.125646,4.00E-05,2,33.32721096,1,1,4
2,audio,different_sds,1,2,1,2598.571151,0.02,1,181.6357876,1,4,3
2,audio,different_sds,2,1,0,2746.882022,4.00E-05,1,145.7252101,0,1,5
2,audio,different_sds,1,2,1,2892.66658,3.00E-04,1,165.0652972,1,3,3
2,audio,different_sds,2,1,1,2478.197148,3.00E-04,2,242.9482723,1,3,5
3,audio,different_sds,1,3,1,2627.488777,0.02,1,132.753512,1,4,2
3,audio,different_sds,1,3,0,2617.249558,0.02,2,169.6820068,1,4,2
3,audio,different_sds,1,2,1,2551.303132,3.00E-04,1,87.45104744,1,3,3
3,audio,different_sds,1,1,0,2510.595913,2.00E-04,2,232.2533861,1,2,4
3,audio,different_sds,2,1,0,2731.19945,2.00E-04,1,193.2719087,0,2,5
3,audio,different_sds,1,1,0,3620.683572,3.00E-04,2,186.795934,0,3,4
4,audio,different_sds,2,1,1,2355.362741,4.00E-05,2,111.8584195,1,1,5
4,audio,different_sds,2,1,0,2788.315242,4.00E-05,1,353.0628854,0,1,5
4,audio,different_sds,1,3,1,2812.560765,2.00E-04,1,262.1193866,1,2,2
4,audio,different_sds,1,2,1,2589.224449,2.00E-04,1,222.5720095,1,2,3
4,audio,different_sds,1,4,0,2686.552992,0.02,2,186.0781732,1,4,1
4,audio,different_sds,2,4,1,3501.856826,0.02,2,358.1863845,1,4,8
1,audio,different_sds,1,2,1,2786.157833,3.00E-04,1,15.69656525,1,3,3
1,audio,different_sds,1,1,0,2643.192007,4.00E-05,2,40.72376864,1,1,4
1,audio,different_sds,2,3,1,3327.043346,3.00E-04,2,183.913349,1,3,7
1,audio,different_sds,2,2,0,2546.004589,3.00E-04,1,103.4267378,0,3,6
1,audio,different_sds,1,2,1,2827.828434,3.00E-04,1,172.2936944,1,3,3
1,audio,different_sds,1,2,0,2862.471208,3.00E-04,2,302.3888052,1,3,3
2,audio,different_sds,1,1,0,3126.207375,4.00E-05,2,81.3309738,0,1,4
2,audio,different_sds,1,2,1,2508.183206,3.00E-04,1,255.5174927,1,3,3
2,audio,different_sds,2,1,0,2648.344069,4.00E-05,1,238.4339874,0,1,5
2,audio,different_sds,2,1,1,3215.619338,2.00E-04,2,308.1383011,1,2,5
2,audio,different_sds,1,1,0,2806.809174,3.00E-04,2,7.097606238,1,3,4
2,audio,different_sds,1,2,1,2744.719045,3.00E-04,1,325.4619269,1,3,3
3,audio,different_sds,1,1,0,2075.236197,2.00E-04,2,255.3660627,0,2,4
3,audio,different_sds,1,2,1,2724.477009,3.00E-04,1,193.1672438,1,3,3
3,audio,different_sds,1,3,1,2795.086708,0.02,1,0.027705165,1,4,2
3,audio,different_sds,1,3,1,2654.238947,2.00E-04,1,122.3361403,1,2,2
3,audio,different_sds,2,2,0,3016.809783,2.00E-04,1,168.7274991,1,2,6
3,audio,different_sds,2,2,1,3096.738385,3.00E-04,2,207.9372271,1,3,6
4,audio,different_sds,2,4,1,3010.616031,3.00E-04,2,241.5586801,1,3,8
4,audio,different_sds,2,1,1,2621.945758,4.00E-05,2,142.1931735,0,1,5
4,audio,different_sds,2,1,1,1440.026465,4.00E-05,2,231.6319591,1,1,5
4,audio,different_sds,1,2,1,2762.994476,2.00E-04,1,233.7419304,1,2,3
4,audio,different_sds,2,1,0,2761.862511,4.00E-05,1,89.00920778,0,1,5
4,audio,different_sds,1,1,1,2890.906019,2.00E-04,1,40.0436214,1,2,4
1,audio,different_sds,2,3,1,2429.768842,3.00E-04,2,325.2824788,1,3,7
1,audio,different_sds,1,2,0,2554.033683,3.00E-04,2,93.82985136,1,3,3
1,audio,different_sds,2,2,1,2525.249248,0.02,2,36.38892266,0,4,6
1,audio,different_sds,2,1,0,2744.002724,3.00E-04,1,36.56679712,0,3,5
1,audio,different_sds,2,2,1,2995.193266,3.00E-04,2,161.1960724,1,3,6
1,audio,different_sds,1,2,0,2687.9556,2.00E-04,2,9.750188215,1,2,3
2,audio,different_sds,2,2,1,2989.938325,0.02,2,119.1007468,1,4,6
2,audio,different_sds,2,1,1,2614.23071,3.00E-04,2,288.7329927,0,3,5
2,audio,different_sds,1,2,0,2662.019895,3.00E-04,2,240.0227282,1,3,3
2,audio,different_sds,1,1,0,2722.553382,4.00E-05,2,7.578054035,1,1,4
2,audio,different_sds,1,2,0,2597.40894,2.00E-04,2,247.2451119,1,2,3
2,audio,different_sds,1,2,1,2758.430414,2.00E-04,1,60.68867306,1,2,3
3,audio,different_sds,1,1,1,2566.874139,4.00E-05,1,32.61989398,1,1,4
3,audio,different_sds,1,3,0,2695.096704,0.02,2,292.9584246,1,4,2
3,audio,different_sds,2,1,1,3137.620567,4.00E-05,2,218.4384311,1,1,5
3,audio,different_sds,1,1,1,2550.313398,2.00E-04,1,151.6091585,1,2,4
3,audio,different_sds,2,3,1,3234.19138,2.00E-04,2,118.4848042,1,2,7
3,audio,different_sds,2,3,1,3237.987816,0.02,2,333.1435609,1,4,7
4,audio,different_sds,2,1,1,2385.761008,4.00E-05,2,321.1926681,1,1,5
4,audio,different_sds,1,2,1,2833.292937,4.00E-05,1,31.97781868,1,1,3
4,audio,different_sds,2,2,0,2878.259717,0.02,1,6.806774569,0,4,6
4,audio,different_sds,2,1,1,3082.614571,4.00E-05,2,232.2784519,1,1,5
4,audio,different_sds,1,2,1,2666.102193,0.02,1,190.7144855,1,4,3
4,audio,different_sds,1,1,0,2111.152676,4.00E-05,2,106.6052302,0,1,4
1,audio,different_sds,1,1,0,2750.250616,4.00E-05,2,355.6966597,1,1,4
1,audio,different_sds,1,1,0,1424.796986,2.00E-04,2,342.6396298,0,2,4
1,audio,different_sds,2,2,0,2878.783666,4.00E-05,1,214.3404134,0,1,6
1,audio,different_sds,2,1,1,3849.785713,3.00E-04,2,242.0708138,1,3,5
1,audio,different_sds,1,2,0,2867.897488,3.00E-04,2,57.81515782,1,3,3
1,audio,different_sds,2,3,1,3196.038018,3.00E-04,2,312.435257,1,3,7
2,audio,different_sds,1,1,1,2608.021108,3.00E-04,1,344.5216922,1,3,4
2,audio,different_sds,1,2,1,2810.426264,0.02,1,116.2955076,1,4,3
2,audio,different_sds,2,1,0,2665.356258,3.00E-04,1,26.00540641,0,3,5
2,audio,different_sds,1,1,1,2860.473551,4.00E-05,1,178.1761289,1,1,4
2,audio,different_sds,1,1,1,2582.358828,4.00E-05,1,74.85047891,1,1,4
2,audio,different_sds,1,1,0,2462.311523,4.00E-05,2,279.9377547,0,1,4
3,audio,different_sds,1,2,1,2666.94797,2.00E-04,1,69.06714979,1,2,3
3,audio,different_sds,2,2,1,2436.55457,3.00E-04,2,51.38939421,1,3,6
3,audio,different_sds,1,2,0,2961.643048,2.00E-04,2,230.6564119,0,2,3
3,audio,different_sds,1,1,1,2503.269726,3.00E-04,1,332.958104,1,3,4
3,audio,different_sds,1,1,0,1935.932654,3.00E-04,2,321.9515572,0,3,4
3,audio,different_sds,1,1,0,2816.135177,4.00E-05,2,121.402297,1,1,4
4,audio,different_sds,1,3,1,2639.493749,3.00E-04,1,96.407172,1,3,2
4,audio,different_sds,2,1,0,2644.825721,4.00E-05,1,211.2473107,0,1,5
4,audio,different_sds,2,4,1,3690.055999,0.02,2,288.8686618,1,4,8
4,audio,different_sds,2,1,1,2201.751494,4.00E-05,2,251.5248381,1,1,5
4,audio,different_sds,2,4,1,3298.947833,2.00E-04,2,111.2515514,1,2,8
4,audio,different_sds,1,1,0,2791.588088,2.00E-04,2,34.84308254,1,2,4
1,audio,different_sds,2,3,1,1984.972373,3.00E-04,2,171.6757842,1,3,7
1,audio,different_sds,1,2,0,2849.712621,3.00E-04,2,241.5883623,1,3,3
1,audio,different_sds,2,4,1,3617.402146,0.02,2,265.7641214,1,4,8
1,audio,different_sds,1,2,1,2860.990935,0.02,1,175.0872439,1,4,3
1,audio,different_sds,1,2,1,2851.456262,0.02,1,142.5935263,1,4,3
1,audio,different_sds,2,1,1,2615.495084,2.00E-04,2,261.1417087,0,2,5
2,audio,different_sds,1,1,0,2903.299618,2.00E-04,2,227.1864591,1,2,4
2,audio,different_sds,1,1,1,2659.438602,3.00E-04,1,253.4747269,1,3,4
2,audio,different_sds,1,1,1,2503.183123,3.00E-04,1,325.7222401,1,3,4
2,audio,different_sds,1,2,0,2207.19977,4.00E-05,2,142.2887488,0,1,3
2,audio,different_sds,1,1,1,2891.968044,0.02,1,178.9852765,1,4,4
2,audio,different_sds,1,2,1,2543.222278,4.00E-05,1,304.8693998,1,1,3
3,audio,different_sds,1,1,1,2719.054428,2.00E-04,1,248.3413612,1,2,4
3,audio,different_sds,1,3,1,2619.977937,0.02,1,8.739799691,1,4,2
3,audio,different_sds,2,1,1,2869.361772,2.00E-04,2,337.2573217,0,2,5
3,audio,different_sds,2,3,1,2481.727765,3.00E-04,2,148.277726,1,3,7
3,audio,different_sds,1,3,0,2755.925772,0.02,2,103.9651366,1,4,2
3,audio,different_sds,1,3,1,2765.661963,0.02,1,97.31690613,1,4,2
4,audio,different_sds,2,4,1,3407.488773,3.00E-04,2,51.971789,1,3,8
4,audio,different_sds,1,2,1,2778.899249,2.00E-04,1,90.76372374,1,2,3
4,audio,different_sds,2,2,1,2224.315943,2.00E-04,2,209.9108346,1,2,6
4,audio,different_sds,1,2,0,2776.748472,3.00E-04,2,143.5660345,1,3,3
4,audio,different_sds,1,3,1,2752.841423,0.02,1,322.0252628,1,4,2
4,audio,different_sds,2,1,1,2045.802614,3.00E-04,2,177.9624141,1,3,5
1,audio,different_sds,1,2,1,2735.367892,2.00E-04,1,40.77974819,1,2,3
1,audio,different_sds,1,1,0,2376.499861,3.00E-04,2,80.23320739,0,3,4
1,audio,different_sds,1,1,1,2599.861647,2.00E-04,1,55.53354597,1,2,4
1,audio,different_sds,2,3,1,3265.473341,3.00E-04,2,45.32403959,1,3,7
1,audio,different_sds,2,1,1,1788.035266,2.00E-04,2,195.5649635,1,2,5
1,audio,different_sds,1,2,0,2751.810146,0.02,2,0.95024947,1,4,3
2,audio,different_sds,1,1,1,2640.765368,4.00E-05,1,281.7824145,1,1,4
2,audio,different_sds,2,2,1,2396.956338,0.02,2,285.9381723,1,4,6
2,audio,different_sds,1,2,1,2793.694397,2.00E-04,1,305.2998735,1,2,3
2,audio,different_sds,1,1,0,2560.313703,4.00E-05,2,105.9953453,1,1,4
2,audio,different_sds,1,1,1,2619.736853,2.00E-04,1,342.9324877,1,2,4
2,audio,different_sds,2,1,1,2279.899633,0.02,2,87.32332582,1,4,5
3,audio,different_sds,1,2,1,2733.803938,2.00E-04,1,53.73713313,1,2,3
3,audio,different_sds,1,1,0,3193.112979,4.00E-05,2,115.7831908,0,1,4
3,audio,different_sds,2,3,1,2221.100979,3.00E-04,2,337.448607,1,3,7
