subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_length,ideal_accuracy,stim_reliability_level,r
3,audio,different_sds,1,1,1,2806.010767,3.00E-04,1,354.6533581,1,3,4
3,audio,different_sds,1,1,1,2782.453293,2.00E-04,1,341.3894539,1,2,4
3,audio,different_sds,2,1,1,3028.106478,2.00E-04,2,227.4939409,1,2,5
3,audio,different_sds,2,1,0,2616.046296,4.00E-05,1,211.9417364,0,1,5
4,audio,different_sds,2,3,1,1936.53792,3.00E-04,2,288.3692223,1,3,7
4,audio,different_sds,1,3,1,2525.240574,0.02,1,158.3587641,1,4,2
4,audio,different_sds,1,2,1,2588.898884,4.00E-05,1,70.02725328,1,1,3
4,audio,different_sds,2,1,1,3662.968529,2.00E-04,2,55.34655469,1,2,5
4,audio,different_sds,1,3,0,2585.948831,3.00E-04,2,77.83768496,1,3,2
4,audio,different_sds,1,2,1,2806.678781,3.00E-04,1,280.6136282,1,3,3
1,audio,different_sds,2,3,1,2483.261301,0.02,2,186.3207831,1,4,7
1,audio,different_sds,1,1,1,2565.359938,4.00E-05,1,217.8882586,1,1,4
1,audio,different_sds,1,1,1,2777.396951,3.00E-04,1,285.1059666,1,3,4
1,audio,different_sds,2,1,0,2559.920515,4.00E-05,1,192.186396,0,1,5
1,audio,different_sds,2,1,1,3469.951974,4.00E-05,2,40.69924229,1,1,5
1,audio,different_sds,2,1,0,2759.66344,4.00E-05,1,89.65124396,0,1,5
2,audio,different_sds,1,1,1,2687.393333,3.00E-04,1,260.3843811,1,3,4
2,audio,different_sds,2,1,1,2365.247129,4.00E-05,2,59.18085407,1,1,5
2,audio,different_sds,1,1,1,2644.658775,4.00E-05,1,9.877154838,1,1,4
2,audio,different_sds,1,2,0,2685.938776,0.02,2,153.9327709,1,4,3
2,audio,different_sds,1,2,1,2768.525751,0.02,1,328.3981405,1,4,3
2,audio,different_sds,2,3,1,3214.633627,2.00E-04,2,246.6530175,1,2,7
3,audio,different_sds,1,2,1,2660.288475,3.00E-04,1,297.8821064,1,3,3
3,audio,different_sds,1,3,1,2668.203008,0.02,1,257.6902239,1,4,2
3,audio,different_sds,2,4,1,3274.816223,0.02,2,61.71215105,1,4,8
3,audio,different_sds,1,1,1,2631.652521,2.00E-04,1,241.7829153,1,2,4
3,audio,different_sds,1,2,1,2695.856858,3.00E-04,1,336.4244681,1,3,3
3,audio,different_sds,1,3,0,2718.305698,3.00E-04,2,94.46552801,1,3,2
4,audio,different_sds,2,2,1,2043.709613,2.00E-04,2,268.7422988,1,2,6
4,audio,different_sds,2,1,1,2535.566313,4.00E-05,2,194.8955213,0,1,5
4,audio,different_sds,2,2,1,2086.861411,3.00E-04,2,222.8317169,1,3,6
4,audio,different_sds,2,2,1,3471.292523,2.00E-04,2,152.1590387,1,2,6
4,audio,different_sds,1,3,1,2851.302278,2.00E-04,1,298.9630028,1,2,2
4,audio,different_sds,2,1,1,2658.801103,4.00E-05,2,299.3575679,0,1,5
1,audio,different_sds,2,3,1,2295.907554,3.00E-04,2,201.8711968,1,3,7
1,audio,different_sds,1,2,1,2669.149677,3.00E-04,1,129.7305914,1,3,3
1,audio,different_sds,1,1,1,2829.895952,4.00E-05,1,125.4818407,1,1,4
1,audio,different_sds,1,2,1,2873.304164,0.02,1,354.0374278,1,4,3
1,audio,different_sds,1,2,1,2790.159411,2.00E-04,1,163.7368453,1,2,3
1,audio,different_sds,1,2,0,3211.82874,3.00E-04,2,331.6553843,0,3,3
2,audio,different_sds,2,2,1,2385.701483,0.02,2,172.1466656,1,4,6
2,audio,different_sds,1,1,0,2284.809531,4.00E-05,2,32.7189629,0,1,4
2,audio,different_sds,1,2,1,2689.319777,0.02,1,40.36873081,1,4,3
2,audio,different_sds,2,1,0,2613.450883,2.00E-04,1,112.666397,0,2,5
2,audio,different_sds,1,1,1,2722.405066,4.00E-05,1,234.5015966,1,1,4
2,audio,different_sds,1,1,0,2945.044969,2.00E-04,2,160.0022935,0,2,4
3,audio,different_sds,1,3,1,2597.331169,0.02,1,231.8786753,1,4,2
3,audio,different_sds,1,2,1,2743.332831,2.00E-04,1,280.7447402,1,2,3
3,audio,different_sds,1,1,0,2054.362756,4.00E-05,2,299.6721328,0,1,4
3,audio,different_sds,1,3,1,2608.425009,0.02,1,241.3966647,1,4,2
3,audio,different_sds,1,3,1,2544.820016,0.02,1,204.1935786,1,4,2
3,audio,different_sds,2,2,0,2422.181743,4.00E-05,1,180.7879439,1,1,6
4,audio,different_sds,1,2,1,2606.773839,3.00E-04,1,46.16293953,1,3,3
4,audio,different_sds,1,2,1,2660.877118,0.02,1,42.30662988,1,4,3
4,audio,different_sds,1,1,0,3665.576294,4.00E-05,2,180.694434,0,1,4
4,audio,different_sds,2,2,1,3114.874412,2.00E-04,2,45.89545759,1,2,6
4,audio,different_sds,1,3,1,2686.75963,2.00E-04,1,30.59804888,1,2,2
4,audio,different_sds,2,3,0,2806.241935,3.00E-04,1,14.43853319,0,3,7
1,audio,different_sds,1,2,0,2852.574315,2.00E-04,2,161.3345568,1,2,3
1,audio,different_sds,1,2,1,2811.654917,3.00E-04,1,283.4605993,1,3,3
1,audio,different_sds,1,1,0,2966.20787,2.00E-04,2,195.0370197,0,2,4
1,audio,different_sds,2,1,1,2412.881681,4.00E-05,2,135.5399395,1,1,5
1,audio,different_sds,1,2,0,3078.19343,0.02,2,147.5207762,0,4,3
1,audio,different_sds,1,2,1,2719.884462,0.02,1,22.75852069,1,4,3
2,audio,different_sds,2,1,0,2874.289518,4.00E-05,1,13.79000888,0,1,5
2,audio,different_sds,1,2,1,2757.389736,0.02,1,30.47446529,1,4,3
2,audio,different_sds,1,1,0,3232.101578,3.00E-04,2,302.1103572,0,3,4
2,audio,different_sds,1,2,0,2422.794461,3.00E-04,2,53.11244921,0,3,3
2,audio,different_sds,1,2,1,2649.634458,0.02,1,256.027593,1,4,3
2,audio,different_sds,1,2,1,2885.199471,3.00E-04,1,202.5618661,1,3,3
3,audio,different_sds,2,1,1,3344.911843,4.00E-05,2,179.3786273,1,1,5
3,audio,different_sds,1,1,0,2887.744976,2.00E-04,2,299.8441324,1,2,4
3,audio,different_sds,1,1,0,2407.018652,2.00E-04,2,135.8059266,0,2,4
3,audio,different_sds,2,2,0,2542.259683,3.00E-04,1,288.1381331,0,3,6
3,audio,different_sds,1,1,1,2434.143457,4.00E-05,1,264.0821306,0,1,4
3,audio,different_sds,1,3,1,2703.127188,0.02,1,194.2252162,1,4,2
4,audio,different_sds,1,2,1,2798.586016,2.00E-04,1,238.7775288,1,2,3
4,audio,different_sds,2,1,1,2758.75393,4.00E-05,2,325.6746636,0,1,5
4,audio,different_sds,1,2,1,2800.066391,2.00E-04,1,314.0887925,1,2,3
4,audio,different_sds,2,2,1,2362.208262,3.00E-04,2,114.3889044,1,3,6
4,audio,different_sds,2,2,1,3148.540058,3.00E-04,2,16.05265639,1,3,6
4,audio,different_sds,1,3,0,2649.890746,0.02,2,87.39289176,1,4,2
1,audio,different_sds,1,2,0,2862.349414,2.00E-04,2,87.45060555,1,2,3
1,audio,different_sds,1,2,1,2768.65746,3.00E-04,1,221.2638801,1,3,3
1,audio,different_sds,2,2,1,2526.432337,4.00E-05,2,147.5912257,0,1,6
1,audio,different_sds,2,1,1,2713.45728,3.00E-04,2,30.24964908,0,3,5
1,audio,different_sds,1,2,0,2705.634622,2.00E-04,2,154.7668558,1,2,3
1,audio,different_sds,1,2,1,2639.194324,3.00E-04,1,66.36541664,1,3,3
2,audio,different_sds,2,2,1,2467.069521,4.00E-05,2,25.00868005,1,1,6
2,audio,different_sds,1,2,0,2536.713588,3.00E-04,2,19.84308475,1,3,3
2,audio,different_sds,2,1,1,2962.076634,3.00E-04,2,85.54192469,1,3,5
2,audio,different_sds,2,1,1,3094.08562,0.02,2,142.8107107,1,4,5
2,audio,different_sds,1,2,1,2568.806063,2.00E-04,1,336.8202754,1,2,3
2,audio,different_sds,1,1,1,2633.404253,4.00E-05,1,262.3139759,1,1,4
3,audio,different_sds,1,1,1,2930.826189,4.00E-05,1,46.3478771,0,1,4
3,audio,different_sds,1,1,0,1994.669937,2.00E-04,2,220.4837747,0,2,4
3,audio,different_sds,1,3,1,2648.223833,0.02,1,222.9521491,1,4,2
3,audio,different_sds,2,1,1,2482.094369,4.00E-05,2,137.8872751,1,1,5
3,audio,different_sds,1,2,1,2661.02119,3.00E-04,1,298.4871854,1,3,3
3,audio,different_sds,1,3,1,2913.108478,3.00E-04,1,339.737199,1,3,2
4,audio,different_sds,1,2,0,2679.391306,3.00E-04,2,38.22328922,1,3,3
4,audio,different_sds,2,2,1,3399.446492,2.00E-04,2,331.8273492,1,2,6
4,audio,different_sds,1,3,0,2713.971819,2.00E-04,2,162.3053507,1,2,2
4,audio,different_sds,2,1,0,2778.676289,4.00E-05,1,68.19864646,0,1,5
4,audio,different_sds,2,2,1,3155.774667,0.02,2,302.5868664,1,4,6
4,audio,different_sds,1,1,1,2884.89106,2.00E-04,1,125.3532661,1,2,4
1,audio,different_sds,2,2,1,3022.66816,2.00E-04,2,223.4133361,1,2,6
1,audio,different_sds,2,3,0,2934.831826,2.00E-04,1,326.4562721,1,2,7
1,audio,different_sds,2,2,0,2567.328696,2.00E-04,1,10.53205448,0,2,6
1,audio,different_sds,2,1,0,2677.284422,2.00E-04,1,165.4994349,0,2,5
1,audio,different_sds,2,1,1,2939.486364,3.00E-04,2,354.6091249,1,3,5
1,audio,different_sds,2,1,0,2693.762819,4.00E-05,1,124.3608126,0,1,5
2,audio,different_sds,1,2,1,2468.065243,3.00E-04,1,129.1768694,0,3,3
2,audio,different_sds,2,1,0,2739.348306,3.00E-04,1,175.2027218,0,3,5
2,audio,different_sds,1,2,1,2786.07539,0.02,1,41.56280871,1,4,3
2,audio,different_sds,1,1,1,2765.108278,4.00E-05,1,252.1844872,1,1,4
2,audio,different_sds,1,2,1,2759.512226,0.02,1,283.0043986,1,4,3
2,audio,different_sds,1,2,1,2713.248812,0.02,1,68.42532316,1,4,3
3,audio,different_sds,2,1,0,2869.526087,2.00E-04,1,230.3447101,0,2,5
3,audio,different_sds,1,1,1,2803.883719,4.00E-05,1,25.69210807,1,1,4
3,audio,different_sds,1,1,0,2414.914997,2.00E-04,2,73.77097768,0,2,4
3,audio,different_sds,1,3,1,2676.591196,0.02,1,358.4984246,1,4,2
3,audio,different_sds,1,1,0,2520.736969,2.00E-04,2,349.6992224,1,2,4
3,audio,different_sds,2,2,0,2651.267102,4.00E-05,1,330.7392951,0,1,6
4,audio,different_sds,2,4,1,4045.613259,0.02,2,63.01538467,1,4,8
4,audio,different_sds,1,3,1,2842.415228,0.02,1,290.4812311,1,4,2
4,audio,different_sds,2,1,0,2614.193731,4.00E-05,1,84.99205501,0,1,5
4,audio,different_sds,1,2,0,2209.746416,2.00E-04,2,276.7296642,0,2,3
4,audio,different_sds,2,1,1,2579.109837,4.00E-05,2,268.5534713,0,1,5
4,audio,different_sds,1,3,1,2473.543938,3.00E-04,1,327.6393241,0,3,2
1,audio,different_sds,1,1,1,2709.972202,4.00E-05,1,205.4539577,1,1,4
1,audio,different_sds,1,1,0,2674.817364,4.00E-05,2,167.0620609,1,1,4
1,audio,different_sds,1,2,0,3111.222543,0.02,2,338.8719377,0,4,3
1,audio,different_sds,2,2,1,2299.711442,2.00E-04,2,169.8065193,1,2,6
1,audio,different_sds,1,2,1,2670.375396,0.02,1,324.2458588,1,4,3
1,audio,different_sds,2,1,1,2424.389299,4.00E-05,2,186.8952054,1,1,5
2,audio,different_sds,1,3,1,2695.138113,3.00E-04,1,257.1300625,1,3,2
2,audio,different_sds,1,2,1,2470.698913,2.00E-04,1,236.6771433,0,2,3
2,audio,different_sds,1,2,1,2703.265356,3.00E-04,1,290.1597158,1,3,3
2,audio,different_sds,1,2,0,2640.40278,4.00E-05,2,34.03252899,1,1,3
2,audio,different_sds,1,2,1,2666.951135,4.00E-05,1,291.3509401,1,1,3
2,audio,different_sds,1,2,1,2852.02854,0.02,1,301.5218007,1,4,3
3,audio,different_sds,1,1,0,2546.1665,2.00E-04,2,188.0574452,1,2,4
3,audio,different_sds,1,1,0,3132.502781,4.00E-05,2,265.0682814,0,1,4
3,audio,different_sds,2,1,1,2530.494463,4.00E-05,2,91.8230507,0,1,5
3,audio,different_sds,2,1,1,2958.578012,4.00E-05,2,180.3014622,1,1,5
3,audio,different_sds,1,1,1,2845.24833,2.00E-04,1,182.1861524,1,2,4
3,audio,different_sds,1,2,1,2815.016853,3.00E-04,1,32.35664118,1,3,3
4,audio,different_sds,2,2,1,2895.165908,2.00E-04,2,264.0602873,0,2,6
4,audio,different_sds,2,4,1,3448.152924,0.02,2,278.5569347,1,4,8
4,audio,different_sds,1,2,0,2779.061174,3.00E-04,2,156.372564,1,3,3
4,audio,different_sds,1,1,0,2396.222963,4.00E-05,2,80.43762092,0,1,4
4,audio,different_sds,1,1,0,2207.613605,2.00E-04,2,118.1287251,0,2,4
4,audio,different_sds,2,4,1,3447.847617,3.00E-04,2,191.4996298,1,3,8
1,audio,different_sds,1,2,0,2768.665159,2.00E-04,2,104.5844413,1,2,3
1,audio,different_sds,2,3,0,2392.705272,3.00E-04,1,2.037442045,1,3,7
1,audio,different_sds,1,1,0,1628.334882,2.00E-04,2,8.865176242,0,2,4
1,audio,different_sds,1,2,1,2813.594905,0.02,1,88.59966,1,4,3
1,audio,different_sds,2,3,1,3507.135422,3.00E-04,2,212.3496688,1,3,7
1,audio,different_sds,2,3,1,2216.087237,3.00E-04,2,325.0517505,1,3,7
2,audio,different_sds,2,1,0,2562.483243,2.00E-04,1,243.6374072,0,2,5
2,audio,different_sds,1,2,0,2444.054657,3.00E-04,2,247.8901809,0,3,3
2,audio,different_sds,1,1,0,2062.653664,4.00E-05,2,17.51070484,0,1,4
2,audio,different_sds,2,3,1,3549.531293,0.02,2,254.0564463,1,4,7
2,audio,different_sds,2,1,0,2725.66867,4.00E-05,1,16.02183656,0,1,5
2,audio,different_sds,1,2,1,2572.802048,2.00E-04,1,139.0022091,1,2,3
3,audio,different_sds,2,2,1,2346.719178,3.00E-04,2,71.61278854,1,3,6
3,audio,different_sds,2,3,1,3193.225987,3.00E-04,2,170.845581,1,3,7
3,audio,different_sds,1,3,1,2713.779413,0.02,1,222.3563142,1,4,2
3,audio,different_sds,2,2,1,3013.588181,2.00E-04,2,69.6497388,1,2,6
3,audio,different_sds,1,1,1,2659.219436,2.00E-04,1,76.59995349,1,2,4
3,audio,different_sds,2,1,0,2536.413288,4.00E-05,1,326.3444578,0,1,5
4,audio,different_sds,2,3,1,2905.400458,0.02,2,41.79487217,0,4,7
4,audio,different_sds,1,1,0,2679.031329,4.00E-05,2,135.2463949,1,1,4
4,audio,different_sds,1,1,1,2818.948996,4.00E-05,1,324.7845821,1,1,4
4,audio,different_sds,1,1,1,2647.593993,4.00E-05,1,215.5223074,1,1,4
4,audio,different_sds,1,4,1,2767.555794,3.00E-04,1,322.4707091,1,3,1
4,audio,different_sds,2,1,0,2535.779879,4.00E-05,1,188.1670844,0,1,5
1,audio,different_sds,2,2,1,2368.646136,0.02,2,227.6427897,1,4,6
1,audio,different_sds,1,2,1,2827.309463,3.00E-04,1,347.5403638,1,3,3
1,audio,different_sds,2,2,1,2492.684636,3.00E-04,2,87.5567018,0,3,6
1,audio,different_sds,2,1,1,2901.88331,4.00E-05,2,228.3866965,0,1,5
1,audio,different_sds,1,2,1,3029.594197,3.00E-04,1,69.16339942,0,3,3
1,audio,different_sds,1,2,0,2645.308352,3.00E-04,2,175.3223969,1,3,3
2,audio,different_sds,1,1,0,2655.898313,4.00E-05,2,200.2773009,1,1,4
2,audio,different_sds,1,2,0,2726.160731,2.00E-04,2,312.1374534,1,2,3
2,audio,different_sds,2,1,0,2418.863646,2.00E-04,1,193.9336852,1,2,5
2,audio,different_sds,1,1,1,2662.333621,4.00E-05,1,346.8582986,1,1,4
2,audio,different_sds,1,1,0,1754.126068,4.00E-05,2,54.86350378,0,1,4
2,audio,different_sds,1,1,1,2634.931797,2.00E-04,1,144.6153885,1,2,4
3,audio,different_sds,1,1,1,2563.606969,4.00E-05,1,82.44987002,1,1,4
3,audio,different_sds,2,3,0,2511.724682,0.02,1,159.1876332,0,4,7
3,audio,different_sds,1,2,1,2672.051156,2.00E-04,1,111.3922914,1,2,3
3,audio,different_sds,1,1,0,3133.462854,2.00E-04,2,90.43187163,0,2,4
3,audio,different_sds,1,1,1,2744.564171,4.00E-05,1,270.8484111,1,1,4
3,audio,different_sds,1,1,1,2406.51638,4.00E-05,1,190.0535128,0,1,4
4,audio,different_sds,2,1,1,2005.434373,4.00E-05,2,119.8764755,1,1,5
4,audio,different_sds,2,1,0,2536.946458,4.00E-05,1,197.9002619,0,1,5
4,audio,different_sds,2,1,0,2732.460427,4.00E-05,1,36.70202081,0,1,5
4,audio,different_sds,1,3,1,2588.023187,0.02,1,113.6385104,1,4,2
4,audio,different_sds,1,2,1,2767.10044,3.00E-04,1,223.651913,1,3,3
4,audio,different_sds,1,1,1,2519.321801,2.00E-04,1,33.10766687,1,2,4
1,audio,different_sds,2,1,1,1665.766939,4.00E-05,2,62.7874652,1,1,5
1,audio,different_sds,1,1,0,2772.215009,0.02,2,8.605869502,1,4,4
1,audio,different_sds,2,3,1,2225.06936,0.02,2,82.8458871,1,4,7
1,audio,different_sds,1,2,1,2769.085268,0.02,1,350.2990024,1,4,3
1,audio,different_sds,2,2,1,2479.50586,2.00E-04,2,48.3765045,1,2,6
1,audio,different_sds,1,2,1,2713.844829,3.00E-04,1,34.04600815,1,3,3
2,audio,different_sds,1,1,1,2748.195373,4.00E-05,1,304.4317687,1,1,4
2,audio,different_sds,2,1,0,2749.920167,4.00E-05,1,147.6198611,0,1,5
2,audio,different_sds,1,2,1,2815.889551,0.02,1,149.52808,1,4,3
2,audio,different_sds,1,2,1,2689.110264,0.02,1,225.6446983,1,4,3
2,audio,different_sds,2,3,1,3653.27714,0.02,2,221.7354659,1,4,7
2,audio,different_sds,2,1,1,2283.497638,4.00E-05,2,7.883942069,1,1,5
3,audio,different_sds,2,1,1,2355.388954,4.00E-05,2,11.07624278,1,1,5
3,audio,different_sds,2,3,1,3007.081119,0.02,2,271.6192016,1,4,7
3,audio,different_sds,2,1,0,2835.241736,2.00E-04,1,68.45851076,0,2,5
3,audio,different_sds,2,1,0,2399.471776,2.00E-04,1,228.6241456,1,2,5
3,audio,different_sds,1,1,1,2517.52275,2.00E-04,1,40.76415793,1,2,4
3,audio,different_sds,1,3,1,2843.620222,0.02,1,131.2752533,1,4,2
4,audio,different_sds,2,1,1,2083.352117,2.00E-04,2,177.3297408,1,2,5
4,audio,different_sds,1,3,0,2607.225322,2.00E-04,2,236.1654135,1,2,2
4,audio,different_sds,1,2,1,2609.433991,0.02,1,113.4071906,1,4,3
4,audio,different_sds,1,2,1,2778.940217,2.00E-04,1,222.9540973,1,2,3
4,audio,different_sds,1,1,0,3035.694884,4.00E-05,2,304.2799714,0,1,4
4,audio,different_sds,1,2,0,2459.145086,2.00E-04,2,230.0479585,0,2,3
1,audio,different_sds,2,2,1,2989.389601,3.00E-04,2,32.29016723,1,3,6
1,audio,different_sds,1,1,1,2596.369324,3.00E-04,1,156.6314655,1,3,4
1,audio,different_sds,1,2,1,2681.677393,0.02,1,249.209444,1,4,3
1,audio,different_sds,2,1,0,2603.812883,2.00E-04,1,93.93630488,0,2,5
1,audio,different_sds,1,2,0,2868.150336,2.00E-04,2,192.8065092,1,2,3
1,audio,different_sds,2,2,1,2912.44168,0.02,2,337.3722721,0,4,6
2,audio,different_sds,2,3,1,2319.050594,2.00E-04,2,209.082876,1,2,7
2,audio,different_sds,1,1,1,2719.496646,4.00E-05,1,265.8281461,1,1,4
2,audio,different_sds,2,1,1,2019.548131,2.00E-04,2,62.13957613,1,2,5
2,audio,different_sds,1,2,1,3052.233578,2.00E-04,1,274.609981,0,2,3
2,audio,different_sds,2,3,1,4226.045958,2.00E-04,2,151.7469381,1,2,7
2,audio,different_sds,1,2,1,2669.699346,0.02,1,146.7831723,1,4,3
3,audio,different_sds,1,3,0,2570.10062,0.02,2,334.7130165,1,4,2
3,audio,different_sds,2,2,0,3027.493889,0.02,1,208.0811536,1,4,6
3,audio,different_sds,1,3,1,2507.71125,0.02,1,193.9713468,1,4,2
3,audio,different_sds,1,1,1,2659.411171,4.00E-05,1,304.87371,1,1,4
3,audio,different_sds,2,4,1,3246.630212,0.02,2,161.5304023,1,4,8
3,audio,different_sds,2,1,0,2760.180928,4.00E-05,1,72.11790074,0,1,5
4,audio,different_sds,2,4,1,1942.179341,0.02,2,42.4098744,1,4,8
4,audio,different_sds,1,1,1,2514.047678,0.02,1,205.020935,1,4,4
4,audio,different_sds,1,1,0,3224.854284,4.00E-05,2,233.661413,0,1,4
4,audio,different_sds,1,1,0,2159.309694,4.00E-05,2,78.15988816,0,1,4
4,audio,different_sds,2,1,1,2802.168881,2.00E-04,2,311.9386929,0,2,5
4,audio,different_sds,1,1,0,3130.781325,4.00E-05,2,242.1187455,0,1,4
1,audio,different_sds,1,2,1,2772.481477,0.02,1,222.7641581,1,4,3
1,audio,different_sds,1,2,1,2543.763224,3.00E-04,1,33.84531804,1,3,3
1,audio,different_sds,1,1,1,2867.513136,4.00E-05,1,69.04857225,1,1,4
1,audio,different_sds,2,1,0,2711.81284,3.00E-04,1,60.06230827,0,3,5
1,audio,different_sds,1,2,1,2839.595277,0.02,1,216.9141696,1,4,3
1,audio,different_sds,1,2,1,2598.96867,2.00E-04,1,60.54487594,1,2,3
2,audio,different_sds,1,3,1,2767.011274,0.02,1,161.2654308,1,4,2
2,audio,different_sds,2,3,1,3221.717851,0.02,2,351.5297283,1,4,7
2,audio,different_sds,2,1,1,2397.407256,0.02,2,33.31742491,1,4,5
2,audio,different_sds,1,1,0,3426.113698,4.00E-05,2,246.143844,0,1,4
2,audio,different_sds,2,1,1,2976.05117,3.00E-04,2,89.54952175,1,3,5
2,audio,different_sds,2,3,1,2837.10122,3.00E-04,2,53.69754829,0,3,7
3,audio,different_sds,1,1,1,2576.085307,3.00E-04,1,164.2935871,1,3,4
3,audio,different_sds,2,1,1,2001.663273,2.00E-04,2,334.8267448,1,2,5
3,audio,different_sds,1,3,1,2592.410482,0.02,1,9.156693034,1,4,2
3,audio,different_sds,1,2,1,2660.576938,3.00E-04,1,118.2570521,1,3,3
3,audio,different_sds,2,1,1,3912.741032,3.00E-04,2,91.62537094,1,3,5
3,audio,different_sds,1,2,1,2611.265015,3.00E-04,1,304.4687928,1,3,3
4,audio,different_sds,2,1,0,2692.628445,4.00E-05,1,217.6332328,0,1,5
4,audio,different_sds,1,2,0,2451.418057,3.00E-04,2,234.0040847,0,3,3
4,audio,different_sds,1,3,1,2557.830568,0.02,1,338.6340746,1,4,2
4,audio,different_sds,2,2,1,2069.43983,0.02,2,52.46752443,1,4,6
4,audio,different_sds,1,1,1,2779.164995,3.00E-04,1,245.6955599,1,3,4
4,audio,different_sds,2,2,0,2817.592201,0.02,1,355.6650949,0,4,6
1,audio,different_sds,1,2,1,2734.446126,3.00E-04,1,209.4448716,1,3,3
1,audio,different_sds,2,3,1,2922.582332,0.02,2,285.871685,1,4,7
1,audio,different_sds,1,2,1,2791.239603,3.00E-04,1,6.470564707,1,3,3
1,audio,different_sds,1,2,0,3063.128462,0.02,2,57.7319166,0,4,3
1,audio,different_sds,1,2,1,2673.828442,3.00E-04,1,349.4357249,1,3,3
1,audio,different_sds,2,4,1,1590.190094,0.02,2,281.9054961,1,4,8
2,audio,different_sds,2,1,0,2681.569152,4.00E-05,1,271.7411085,0,1,5
2,audio,different_sds,1,1,0,3105.475844,4.00E-05,2,37.72245421,0,1,4
2,audio,different_sds,2,1,1,2371.799359,0.02,2,10.80189156,1,4,5
2,audio,different_sds,1,1,0,2633.209927,3.00E-04,2,244.0463639,1,3,4
2,audio,different_sds,1,2,1,2950.867227,3.00E-04,1,290.6849481,0,3,3
2,audio,different_sds,1,1,0,2229.772656,2.00E-04,2,306.3227692,0,2,4
3,audio,different_sds,2,1,1,2842.167308,3.00E-04,2,188.2103726,0,3,5
3,audio,different_sds,1,2,1,2632.141073,3.00E-04,1,146.3668768,1,3,3
3,audio,different_sds,1,1,1,2539.583655,3.00E-04,1,162.5700907,1,3,4
3,audio,different_sds,1,2,1,2655.330531,4.00E-05,1,133.445029,1,1,3
3,audio,different_sds,2,3,1,2510.456466,0.02,2,139.4254917,0,4,7
3,audio,different_sds,1,1,0,2388.937864,3.00E-04,2,55.0030742,0,3,4
4,audio,different_sds,2,1,0,2814.914482,4.00E-05,1,40.78698819,0,1,5
4,audio,different_sds,2,2,1,2863.657614,0.02,2,309.2586712,0,4,6
4,audio,different_sds,1,2,1,2624.308444,2.00E-04,1,32.0748228,1,2,3
4,audio,different_sds,1,2,1,2653.404932,2.00E-04,1,308.9363063,1,2,3
4,audio,different_sds,1,1,0,2603.958395,4.00E-05,2,17.94336559,1,1,4
4,audio,different_sds,1,3,1,2795.026608,3.00E-04,1,317.1912905,1,3,2
1,audio,different_sds,2,2,1,3188.255713,0.02,2,63.00041143,1,4,6
1,audio,different_sds,2,2,1,2858.38481,2.00E-04,2,68.48262522,0,2,6
1,audio,different_sds,1,1,0,2968.644055,2.00E-04,2,133.0656692,0,2,4
1,audio,different_sds,1,2,1,2767.542221,0.02,1,169.7358006,1,4,3
1,audio,different_sds,1,2,1,2736.904009,0.02,1,132.81884,1,4,3
1,audio,different_sds,2,1,1,2640.524083,4.00E-05,2,223.7814237,0,1,5
2,audio,different_sds,1,2,1,2782.674681,0.02,1,14.51260038,1,4,3
2,audio,different_sds,2,1,1,3070.260831,2.00E-04,2,151.4434794,1,2,5
2,audio,different_sds,2,1,1,1994.133133,2.00E-04,2,241.7322149,1,2,5
2,audio,different_sds,1,2,1,2526.744113,0.02,1,16.94914659,1,4,3
2,audio,different_sds,1,2,1,2858.960071,0.02,1,226.8556638,1,4,3
2,audio,different_sds,1,2,0,2617.261118,0.02,2,63.60571496,1,4,3
3,audio,different_sds,1,1,1,2900.730479,3.00E-04,1,115.3981432,1,3,4
3,audio,different_sds,1,3,0,2507.730285,0.02,2,126.9519613,1,4,2
3,audio,different_sds,1,3,1,2662.552252,0.02,1,89.78553712,1,4,2
3,audio,different_sds,1,3,1,2672.714718,0.02,1,143.0808003,1,4,2
3,audio,different_sds,2,1,1,2833.952521,3.00E-04,2,287.5545666,0,3,5
3,audio,different_sds,2,1,1,2607.656885,4.00E-05,2,206.6578712,0,1,5
4,audio,different_sds,2,3,0,2454.334875,0.02,1,20.69277724,1,4,7
4,audio,different_sds,2,3,1,3131.710232,3.00E-04,2,116.8230888,1,3,7
4,audio,different_sds,1,1,1,2680.05837,3.00E-04,1,213.4657289,1,3,4
4,audio,different_sds,1,2,1,2946.879357,3.00E-04,1,107.223494,0,3,3
4,audio,different_sds,2,1,1,2297.165685,4.00E-05,2,226.9001594,1,1,5
4,audio,different_sds,2,4,1,1729.34342,0.02,2,159.0138071,1,4,8
1,audio,different_sds,1,2,1,2772.293198,3.00E-04,1,58.31922667,1,3,3
1,audio,different_sds,1,1,1,2663.644157,4.00E-05,1,324.7015425,1,1,4
1,audio,different_sds,1,2,1,2804.032229,0.02,1,72.02328716,1,4,3
1,audio,different_sds,1,2,1,2889.700258,3.00E-04,1,298.0062717,1,3,3
1,audio,different_sds,2,1,1,2968.557417,2.00E-04,2,284.0903707,1,2,5
1,audio,different_sds,1,2,1,2613.408562,3.00E-04,1,233.9048848,1,3,3
2,audio,different_sds,1,2,0,2893.200869,4.00E-05,2,86.6569198,1,1,3
2,audio,different_sds,1,1,1,2844.406005,4.00E-05,1,234.3446017,1,1,4
