subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_length,ideal_accuracy,r,stim_reliability_level
8,visual,different_sds,2,2,1,17.98391594,0.135,2,288.5048388,1,6,4
8,visual,different_sds,1,1,0,14.72209758,0.05,2,255.6746835,0,4,2
8,visual,different_sds,2,3,1,15.27853284,0.067,2,111.9660113,1,7,3
8,visual,different_sds,1,1,1,-0.51158682,0.033,1,293.0621113,1,4,1
8,visual,different_sds,1,2,0,-3.854013079,0.033,2,153.0964926,1,3,1
8,visual,different_sds,1,3,0,-10.19772671,0.05,2,143.745303,0,2,2
1,visual,different_sds,1,1,1,3.118299244,0.05,1,279.0409288,1,4,2
1,visual,different_sds,1,1,0,12.20612882,0.05,2,228.6429985,0,4,2
1,visual,different_sds,2,1,1,-11.16093133,0.067,2,37.58024247,1,5,3
1,visual,different_sds,1,1,1,-2.149812721,0.05,1,135.567453,1,4,2
1,visual,different_sds,1,1,1,-2.166644668,0.05,1,56.3004542,1,4,2
1,visual,different_sds,1,1,0,0.97895458,0.033,2,319.3675305,1,4,1
2,visual,different_sds,1,1,0,7.348631896,0.033,2,350.0389889,0,4,1
2,visual,different_sds,1,1,0,18.27574047,0.033,2,212.0355514,0,4,1
2,visual,different_sds,2,4,1,15.41943048,0.067,2,256.4691006,1,8,3
2,visual,different_sds,2,1,1,7.760574135,0.067,2,251.0387238,1,5,3
2,visual,different_sds,1,1,0,-7.311296616,0.05,2,55.69028638,0,4,2
2,visual,different_sds,1,1,0,0.859158656,0.033,2,308.3944299,1,4,1
3,visual,different_sds,1,2,1,-1.597477987,0.033,1,188.02642,1,3,1
3,visual,different_sds,1,4,1,2.22471951,0.067,1,330.0377363,1,1,3
3,visual,different_sds,1,4,1,-0.976964606,0.067,1,341.7048333,1,1,3
3,visual,different_sds,2,4,1,-13.18389459,0.05,2,173.592856,1,8,2
3,visual,different_sds,1,4,0,1.531037424,0.135,2,298.3297354,1,1,4
3,visual,different_sds,1,2,0,-12.82159414,0.033,2,214.031549,0,3,1
4,visual,different_sds,2,1,0,1.448214865,0.05,1,72.99586685,0,5,2
4,visual,different_sds,1,1,1,-3.307749808,0.067,1,274.7836719,1,4,3
4,visual,different_sds,1,1,0,-3.962423627,0.033,2,91.66247143,1,4,1
4,visual,different_sds,1,1,1,-6.61793345,0.033,1,299.157087,0,4,1
4,visual,different_sds,1,1,1,2.495693943,0.033,1,124.4165265,1,4,1
4,visual,different_sds,1,1,0,7.826452622,0.05,2,337.2911733,0,4,2
5,visual,different_sds,2,1,1,8.79644564,0.135,2,329.9014167,1,5,4
5,visual,different_sds,2,1,1,-6.74755158,0.05,2,17.52345412,1,5,2
5,visual,different_sds,1,2,1,-0.288936707,0.067,1,258.9699225,1,3,3
