subject_name,stim_type,task_type,resp_category,resp_confidence,resp_correct,stim_orientation,stim_reliability,stim_category,stim_length,ideal_accuracy,stim_reliability_level,resp_buttonid,r
3,visual,different_means,2,3,1,1.941741207,0.067,2,126.5591802,1,3,3,7
3,visual,different_means,1,2,1,-16.11060248,0.033,1,180.8223615,1,1,-2,3
3,visual,different_means,2,4,1,0.085300319,0.05,2,121.487143,1,2,4,8
3,visual,different_means,2,1,1,9.788148171,0.067,2,352.8580315,1,3,1,5
4,visual,different_means,2,4,1,11.18042631,0.135,2,301.006474,1,4,4,8
4,visual,different_means,1,1,1,-11.78208254,0.05,1,230.7144789,1,2,-1,4
4,visual,different_means,2,1,1,3.176622334,0.033,2,265.5492909,1,1,1,5
4,visual,different_means,2,1,0,-7.012645786,0.033,1,268.811903,0,1,1,5
4,visual,different_means,1,1,1,-3.083582284,0.05,1,327.718097,1,2,-1,4
4,visual,different_means,1,1,0,-0.234430756,0.135,2,215.5742866,1,4,-1,4
5,visual,different_means,2,1,0,-1.33110881,0.135,1,357.6971039,0,4,1,5
5,visual,different_means,1,3,1,-7.884036233,0.067,1,69.67580756,1,3,-3,2
5,visual,different_means,1,2,0,-0.019858909,0.067,2,351.2128891,1,3,-2,3
5,visual,different_means,2,1,1,7.252866856,0.135,2,1.45019315,1,4,1,5
5,visual,different_means,2,2,1,11.82269974,0.067,2,268.4616223,1,3,2,6
5,visual,different_means,1,2,0,-1.843863325,0.067,2,66.67361646,1,3,-2,3
6,visual,different_means,1,3,1,-3.343290272,0.135,1,158.7872447,1,4,-3,2
6,visual,different_means,2,2,1,9.316087105,0.067,2,7.427673137,1,3,2,6
6,visual,different_means,2,1,1,1.211762258,0.067,2,323.7460343,1,3,1,5
6,visual,different_means,1,1,0,-3.626303,0.067,2,187.8766469,1,3,-1,4
6,visual,different_means,1,1,1,-9.991993758,0.135,1,273.0734577,1,4,-1,4
6,visual,different_means,2,1,1,15.36494281,0.135,2,193.275224,1,4,1,5
7,visual,different_means,1,1,0,5.180567806,0.05,2,214.4872927,0,2,-1,4
7,visual,different_means,1,2,0,2.32219465,0.135,2,88.91483549,0,4,-2,3
7,visual,different_means,2,1,0,-5.05704599,0.05,1,216.2549474,0,2,1,5
7,visual,different_means,1,1,1,-3.059683002,0.033,1,131.1433285,1,1,-1,4
7,visual,different_means,1,1,1,-16.53568355,0.033,1,10.43748398,1,1,-1,4
7,visual,different_means,2,1,1,8.037294772,0.033,2,131.6131655,1,1,1,5
8,visual,different_means,2,3,1,8.462197758,0.135,2,263.5244198,1,4,3,7
8,visual,different_means,1,4,1,-8.958445456,0.135,1,88.09008933,1,4,-4,1
8,visual,different_means,1,1,1,-2.322244951,0.05,1,162.2788146,1,2,-1,4
8,visual,different_means,1,2,0,-4.620399963,0.067,2,64.18538848,1,3,-2,3
8,visual,different_means,2,1,1,3.114754065,0.033,2,149.6288148,1,1,1,5
8,visual,different_means,2,1,0,0.927075336,0.067,1,204.942091,1,3,1,5
1,visual,different_means,1,1,0,2.916924735,0.067,2,16.93338467,0,3,-1,4
1,visual,different_means,2,1,0,-2.979671599,0.135,1,349.1540288,0,4,1,5
1,visual,different_means,1,1,1,-2.756647383,0.067,1,213.2254305,1,3,-1,4
1,visual,different_means,1,1,0,-4.212689738,0.067,2,358.8361635,1,3,-1,4
1,visual,different_means,1,1,0,9.976560123,0.05,2,79.44879256,0,2,-1,4
1,visual,different_means,1,1,0,8.967824511,0.033,2,152.726152,0,1,-1,4
2,visual,different_means,1,1,1,-10.43110622,0.033,1,244.240648,1,1,-1,4
2,visual,different_means,2,3,1,2.374133667,0.05,2,178.9330931,1,2,3,7
2,visual,different_means,1,1,1,-3.161032355,0.067,1,204.7840062,1,3,-1,4
2,visual,different_means,2,2,0,1.247887295,0.135,1,337.4620924,1,4,2,6
2,visual,different_means,1,1,0,-4.935172362,0.033,2,264.4467872,1,1,-1,4
2,visual,different_means,1,1,0,-1.619397581,0.033,2,205.3362392,1,1,-1,4
3,visual,different_means,1,4,1,-11.78566874,0.135,1,59.69164588,1,4,-4,1
3,visual,different_means,1,4,1,-5.299108573,0.135,1,17.04063804,1,4,-4,1
3,visual,different_means,2,1,0,-3.32142146,0.033,1,278.8034763,0,1,1,5
3,visual,different_means,2,4,1,3.548456071,0.135,2,253.0384138,1,4,4,8
3,visual,different_means,1,1,1,3.831917103,0.05,1,310.0858209,0,2,-1,4
3,visual,different_means,1,1,0,-0.374830139,0.033,2,33.19746509,1,1,-1,4
4,visual,different_means,1,2,1,1.797495651,0.05,1,355.348671,0,2,-2,3
4,visual,different_means,2,1,1,4.298574,0.067,2,200.6972898,1,3,1,5
4,visual,different_means,1,2,0,7.851382143,0.05,2,308.9452322,0,2,-2,3
4,visual,different_means,2,1,1,3.384332751,0.067,2,265.9733854,1,3,1,5
4,visual,different_means,2,2,1,8.85517178,0.05,2,223.6430616,1,2,2,6
4,visual,different_means,1,3,1,-2.985447431,0.135,1,357.5646909,1,4,-3,2
5,visual,different_means,2,2,1,7.894978455,0.135,2,112.9173263,1,4,2,6
5,visual,different_means,1,1,0,8.904413825,0.033,2,329.007307,0,1,-1,4
5,visual,different_means,2,1,1,7.286884981,0.05,2,346.1001309,1,2,1,5
5,visual,different_means,2,2,1,13.18847724,0.033,2,340.6562149,1,1,2,6
5,visual,different_means,1,1,1,-8.087425761,0.05,1,275.3538462,1,2,-1,4
