"","fitted","parameter","generating","NA","set"
"1",-0.058556554776488,"k1",-0.0619246802731885,"X1",1
"2",1.11284214952234,"k1",1.10626683661036,"X1",1
"3",-0.00520535766112762,"k1",-0.00244186629750648,"X1",1
"4",0.329211484401346,"k1",0.329394614942776,"X1",1
"5",-0.0374541941951283,"k1",-0.0359308522909506,"X1",1
"6",1.23555944603482,"k1",1.24099000780259,"X1",1
"7",0.220521219130129,"k1",0.208872265359234,"X1",1
"8",0.0442215132084631,"k1",0.0697691965776338,"X1",1
"9",0.0154083070574483,"k1",0.0327640061770065,"X1",1
"10",-0.475369545728377,"k1",-0.456295105469348,"X1",1
"11",0.332488701217908,"k1",0.278839217803809,"X1",1
"12",1.00731577576976,"k1",1.05173323394575,"X1",1
"13",0.0440009585597308,"k1",0.0225146385832358,"X1",1
"14",0.61209820503378,"k1",0.656974335013419,"X1",1
"15",0.460429000458177,"k1",0.455911835506901,"X1",1
"16",0.640727745744646,"k1",0.673615865598247,"X1",1
"17",1.21685097706921,"k1",1.23006109499071,"X1",1
"18",0.50195916415187,"k1",0.478286926420318,"X1",1
"19",0.147890926015807,"k1",0.151398589145342,"X1",2
"20",0.853083726396099,"k1",0.839771680838177,"X1",2
"21",0.92524777571552,"k1",0.867157727898206,"X1",2
"22",-0.317133500416663,"k1",-0.331668114718927,"X1",2
"23",0.8507260211877,"k1",0.877340209762926,"X1",2
"24",0.215972846457881,"k1",0.199659442331382,"X1",2
"25",-0.0838789906185046,"k1",-0.101315803509362,"X1",2
"26",0.125027260210537,"k1",0.146007756046491,"X1",2
"27",0.369860841512757,"k1",0.318816800775534,"X1",2
"28",-0.101346982574278,"k1",-0.101976476991449,"X1",2
"29",0.775561051159287,"k1",0.786530364052564,"X1",2
"30",0.328223950859396,"k1",0.320921205932653,"X1",2
"31",0.0318982720421631,"k1",-0.0013265245923389,"X1",2
"32",1.37182373781602,"k1",1.360608932095,"X1",2
"33",0.530656120180796,"k1",0.561853895987519,"X1",2
"34",0.12845209289496,"k1",0.0640465015817188,"X1",2
"35",0.441179028043374,"k1",0.379632961354892,"X1",2
"36",0.0744050833174663,"k1",0.138001089783843,"X1",2
"37",-0.216082324211003,"k1",-0.140482332031913,"X1",3
"38",-0.0972402034951415,"k1",-0.0657080295502865,"X1",3
"39",-0.115118566934712,"k1",-0.12126384270856,"X1",3
"40",0.924183634611661,"k1",0.902958471072052,"X1",3
"41",-0.144101739572626,"k2",-0.142170831818194,"X2",3
"42",1.04971851910956,"k2",1.03934387825486,"X2",3
"43",0.41752438913732,"k2",0.43241477597361,"X2",3
"44",1.46780166939694,"k2",1.38825268720442,"X2",3
"45",1.96181049770878,"k2",2.07547841907934,"X2",3
"46",1.2415756523796,"k2",1.25894410053677,"X2",3
"47",0.767241994008753,"k2",0.733803168687791,"X2",3
"48",0.363763568698346,"k2",0.384537511753418,"X2",3
"49",0.804956048371687,"k2",0.806162767006543,"X2",3
"50",-0.195484823557087,"k2",-0.220769491690285,"X2",3
"51",0.961609240600852,"k2",0.933680930285074,"X2",3
"52",0.784628274241987,"k2",0.760993824853576,"X2",3
"53",0.644666934606604,"k2",0.636901915923553,"X2",3
"54",1.27016756130213,"k2",1.30168895375119,"X2",3
"55",0.369012594799615,"k2",0.354827043134217,"X2",4
"56",1.12279692165459,"k2",1.07908064683592,"X2",4
"57",1.39734379598482,"k2",1.39555643381789,"X2",4
"58",0.363286402252475,"k2",0.347126250116724,"X2",4
"59",1.64994885577174,"k2",1.6857128539193,"X2",4
"60",1.29558721257039,"k2",1.30524057035264,"X2",4
"61",0.936850833433915,"k2",0.832051864321359,"X2",4
"62",0.537122035013159,"k2",0.562826466958689,"X2",4
"63",1.27567615504523,"k2",1.26620552298754,"X2",4
"64",0.401744842686349,"k2",0.432016776148527,"X2",4
"65",0.788609616087473,"k2",0.813181160782496,"X2",4
"66",1.52720532166155,"k2",1.50923483871909,"X2",4
"67",2.08298400193831,"k2",2.18275911936394,"X2",4
"68",0.186455249976257,"k2",0.216591629044115,"X2",4
"69",0.463027992402226,"k2",0.421201110211255,"X2",4
"70",0.850192961424639,"k2",0.873310573887992,"X2",4
"71",0.220071848929144,"k2",0.233170402183639,"X2",4
"72",1.66966554402621,"k2",1.64871454721857,"X2",4
"73",0.991481437554808,"k2",0.968935800084924,"X2",5
"74",0.284714698524506,"k2",0.375391761953204,"X2",5
"75",2.08916944472961,"k2",2.09758345774955,"X2",5
"76",1.45270372929517,"k2",1.43297060522119,"X2",5
"77",0.99996388442554,"k2",0.972868511188016,"X2",5
"78",1.25179083008835,"k2",1.27639875020444,"X2",5
"79",0.938638656433087,"k2",0.941523189394469,"X2",5
"80",1.26260976742499,"k2",1.25383885223888,"X2",5
"81",0.572607013976069,"k3",0.566844176950867,"X3",5
"82",0.788265556849204,"k3",0.811739488959812,"X3",5
"83",0.620811051914647,"k3",0.655367221001954,"X3",5
"84",0.516632415851249,"k3",0.499899767742592,"X3",5
"85",1.78002806329393,"k3",1.70184299743315,"X3",5
"86",0.767026103802102,"k3",0.716820595513708,"X3",5
"87",1.05193558238667,"k3",1.00866336026377,"X3",5
"88",0.726805167711416,"k3",0.69443345649749,"X3",5
"89",0.760977854131108,"k3",0.772891071940246,"X3",5
"90",0.736402274625213,"k3",0.784374025515823,"X3",5
"91",1.45031631113801,"k3",1.34741234259259,"X3",6
"92",1.68910672980996,"k3",1.77279327598155,"X3",6
"93",0.964224652468467,"k3",0.979424045648184,"X3",6
"94",1.83214119885522,"k3",1.84376596655084,"X3",6
"95",0.6218108214373,"k3",0.628759917439134,"X3",6
"96",1.47491976523807,"k3",1.49046414970328,"X3",6
"97",1.33472072989599,"k3",1.33028148326155,"X3",6
"98",1.52196567152702,"k3",1.41857643592447,"X3",6
"99",1.12082302396099,"k3",1.11697535911043,"X3",6
"100",1.23299677055769,"k3",1.26003704365476,"X3",6
"101",0.52964894627177,"k3",0.43394516995973,"X3",6
"102",0.459861990249567,"k3",0.494307979896179,"X3",6
"103",1.06782809521663,"k3",1.01388011167769,"X3",6
"104",0.819251266475824,"k3",0.760227056716496,"X3",6
"105",0.8292811390706,"k3",0.843960617200596,"X3",6
"106",1.40818602145211,"k3",1.40713623135384,"X3",6
"107",1.17778371861158,"k3",1.30939030706182,"X3",6
"108",0.743546375558404,"k3",0.772877106497641,"X3",6
"109",0.317782883593061,"k3",0.256368855328802,"X3",7
"110",0.990085075764799,"k3",0.9796203192136,"X3",7
"111",0.116678785743416,"k3",0.0601626996432232,"X3",7
"112",1.33371083958447,"k3",1.29748157454814,"X3",7
"113",0.873890974658126,"k3",0.850241884026605,"X3",7
"114",1.52004670917377,"k3",1.57276504871892,"X3",7
"115",1.90629324542576,"k3",1.9047129264102,"X3",7
"116",0.256616377557847,"k3",0.270404312642366,"X3",7
"117",0.940346772493749,"k3",0.928856600609186,"X3",7
"118",1.54045586077062,"k3",1.55222162570379,"X3",7
"119",1.35942497367605,"k3",1.36204176539219,"X3",7
"120",0.844517289705811,"k3",0.857816697281255,"X3",7
"121",0.934962270471363,"k4",0.866159107896632,"X4",7
"122",0.662867017728298,"k4",0.699496315128372,"X4",7
"123",0.0823426555798008,"k4",0.0600824459244456,"X4",7
"124",0.119321960777388,"k4",0.186153409119566,"X4",7
"125",1.55705755657058,"k4",1.47077667008246,"X4",7
"126",0.37401674939341,"k4",0.289641223519233,"X4",7
"127",0.772424729009884,"k4",0.732203609982664,"X4",8
"128",0.602094479133903,"k4",0.561995426542061,"X4",8
"129",-0.16311374294306,"k4",-0.088622399602432,"X4",8
"130",1.23169890160281,"k4",1.27832525664301,"X4",8
"131",0.52541276926197,"k4",0.315042153664868,"X4",8
"132",0.73399148174815,"k4",0.745970089692709,"X4",8
"133",0.300079197574123,"k4",0.34149372005754,"X4",8
"134",0.435414619536908,"k4",0.397412170951519,"X4",8
"135",0.470716992947572,"k4",0.481335946928927,"X4",8
"136",1.44810752283853,"k4",1.41978548951951,"X4",8
"137",0.45236065845589,"k4",0.475248565092742,"X4",8
"138",0.765397081434648,"k4",0.720266685453176,"X4",8
"139",1.34816735408693,"k4",1.32914787998315,"X4",8
"140",0.350909891548066,"k4",0.329835078921341,"X4",8
"141",0.743110034788307,"k4",0.757790864909962,"X4",8
"142",1.65056469722624,"k4",1.55869752774907,"X4",8
"143",1.39900672979734,"k4",1.41998842533086,"X4",8
"144",0.947583567781606,"k4",0.925906600192027,"X4",8
"145",0.649203166008241,"k4",0.658365818845939,"X4",9
"146",0.669595851022589,"k4",0.622226964795656,"X4",9
"147",0.785215834665439,"k4",0.956599642188312,"X4",9
"148",0.605835279241407,"k4",0.629206512342621,"X4",9
"149",0.716847740286698,"k4",0.675666294686537,"X4",9
"150",0.442907990984318,"k4",0.49648444241913,"X4",9
"151",-0.0152195692415597,"k4",-0.111139483643673,"X4",9
"152",1.26655354146517,"k4",1.28995141220039,"X4",9
"153",-0.334894111103156,"k4",-0.292656597324399,"X4",9
"154",1.43308083090299,"k4",1.45542256987636,"X4",9
"155",0.121276287760181,"k4",0.0255839487341836,"X4",9
"156",0.501841163754852,"k4",0.537204363864523,"X4",9
"157",-0.245372219185029,"k4",-0.0735179077123079,"X4",9
"158",-0.0300499114455028,"k4",0.0293524057424269,"X4",9
"159",1.24322476172465,"k4",1.20666329541505,"X4",9
"160",1.37074775447158,"k4",1.34379255667207,"X4",9
"161",0.140540621098822,"k5",0.229068618074625,"X5",9
"162",0.911551784258882,"k5",0.890740263169683,"X5",9
"163",1.25440595611114,"k5",1.20313783769013,"X5",10
"164",-0.349225257566765,"k5",0.176812124221693,"X5",10
"165",0.846533683158508,"k5",0.889366163637372,"X5",10
"166",0.725143685343521,"k5",0.571162251252177,"X5",10
"167",0.191296477848385,"k5",0.201320657724168,"X5",10
"168",-0.237574823846413,"k5",-0.183171095757598,"X5",10
"169",0.809398899694859,"k5",0.802085312778908,"X5",10
"170",-0.485793992640043,"k5",-0.493709339071395,"X5",10
"171",-0.38858097269456,"k5",-0.670570698794056,"X5",10
"172",-0.485459986187265,"k5",-0.521316683730471,"X5",10
"173",-0.304358432346879,"k5",-0.414898193530896,"X5",10
"174",0.510514822159088,"k5",0.602806607087931,"X5",10
"175",0.246962814798772,"k5",0.234408521717826,"X5",10
"176",0.276121448012638,"k5",0.340015884929488,"X5",10
"177",0.465581474057403,"k5",0.5303175400725,"X5",10
"178",0.949017498224788,"k5",0.994941821228594,"X5",10
"179",-0.429843169396035,"k5",-0.469960387410065,"X5",10
"180",-0.0793398798780747,"k5",-0.171633169121714,"X5",10
"181",-0.559354900298296,"k5",-0.479529163944052,"X5",11
"182",-0.0464451220152034,"k5",-0.0538423247502343,"X5",11
"183",0.0395739080558788,"k5",-0.0998920120974646,"X5",11
"184",0.594296530503148,"k5",0.38734642165828,"X5",11
"185",1.04443584973976,"k5",1.02192048715373,"X5",11
"186",1.05112629527634,"k5",1.10230732791888,"X5",11
"187",-0.791073643368288,"k5",-0.266402913651115,"X5",11
"188",0.285364264461216,"k5",0.230321561830835,"X5",11
"189",-0.280889872522542,"k5",-0.269203829759911,"X5",11
"190",-0.725865118856664,"k5",-0.590388268979166,"X5",11
"191",0.782787178987637,"k5",0.723844038563461,"X5",11
"192",-0.3005718102414,"k5",-0.386526759936126,"X5",11
"193",0.50560409952186,"k5",0.538521689964794,"X5",11
"194",-1.00045026317865,"k5",-0.739604455385783,"X5",11
"195",-0.629617847320632,"k5",-0.633274113059217,"X5",11
"196",-0.656611156194774,"k5",-0.628385803163037,"X5",11
"197",0.623431797883897,"k5",0.457061410429251,"X5",11
"198",0.135016858351722,"k5",0.0652658689028642,"X5",11
"199",0.5163101419952,"k5",0.554104100213609,"X5",12
"200",1.01741747635996,"k5",1.01180567867697,"X5",12
"201",0.551870246291213,"k6",0.699044741214069,"X6",12
"202",0.60996217064025,"k6",0.638279554249381,"X6",12
"203",0.231028782747097,"k6",-0.0205416901318652,"X6",12
"204",0.572311373421634,"k6",0.39460369232548,"X6",12
"205",0.286403897597801,"k6",0.402954606101198,"X6",12
"206",1.11752293186591,"k6",0.740726657593976,"X6",12
"207",0.106998325317387,"k6",0.0920676612908227,"X6",12
"208",0.239250973857984,"k6",0.29335003252637,"X6",12
"209",0.294129281279856,"k6",0.400005979358487,"X6",12
"210",0.574200995024872,"k6",0.663220538124949,"X6",12
"211",-0.179799111750697,"k6",-0.00256172978726421,"X6",12
"212",-0.816760295275109,"k6",-0.722290394639262,"X6",12
"213",-1.06861913231036,"k6",-1.20976114210322,"X6",12
"214",0.313605190347311,"k6",0.532997360411529,"X6",12
"215",-0.131082962629789,"k6",-0.221106334311246,"X6",12
"216",0.994456129393426,"k6",1.08967090662001,"X6",12
"217",-0.0557657297763963,"k6",-0.00640814051260885,"X6",13
"218",1.0228035902583,"k6",0.930977982821059,"X6",13
"219",-0.842974058378831,"k6",-0.81004722101532,"X6",13
"220",-0.996253944558573,"k6",-1.16624170647385,"X6",13
"221",-0.632349267805815,"k6",-0.387645525480314,"X6",13
"222",-0.837691934647863,"k6",-0.798142344128477,"X6",13
"223",0.746937307973054,"k6",0.587286085879795,"X6",13
"224",0.471928060733865,"k6",-0.0688509296402325,"X6",13
"225",1.37005129587517,"k6",1.38880562505157,"X6",13
"226",0.260123007856878,"k6",0.395697237551029,"X6",13
"227",1.0240349906139,"k6",1.29004935709388,"X6",13
"228",0.212064210133049,"k6",0.0725227195377645,"X6",13
"229",-0.21340624253274,"k6",-0.269959693333291,"X6",13
"230",-1.00451458439748,"k6",-0.828816057120568,"X6",13
"231",0.412694563137053,"k6",0.285594079100438,"X6",13
"232",0.286248088858037,"k6",0.296006916159849,"X6",13
"233",-0.864968752279727,"k6",-0.666029501014648,"X6",13
"234",-0.289037036551216,"k6",-0.584237079267603,"X6",13
"235",-0.0946776161304448,"k6",-0.516748497552953,"X6",14
"236",-2.4667890772128,"k6",-2.42934848540996,"X6",14
"237",-0.0670523146600793,"k6",0.129226208893707,"X6",14
"238",-0.78526014011095,"k6",-0.72257819963954,"X6",14
"239",0.80956759810727,"k6",0.752975309506955,"X6",14
"240",0.585990682306963,"k6",0.605096255134296,"X6",14
"241",0.39837767364381,"k7",0.495044404438649,"X7",14
"242",1.09570031602908,"k7",1.07506297462133,"X7",14
"243",-0.29132602705865,"k7",0.0567154612394994,"X7",14
"244",1.42292683510319,"k7",2.31403935313996,"X7",14
"245",-0.180065201644639,"k7",-0.253027185508276,"X7",14
"246",2.62627589482457,"k7",2.05556265811456,"X7",14
"247",1.78591111150619,"k7",1.77524127267645,"X7",14
"248",1.26878097911114,"k7",1.32815257941791,"X7",14
"249",0.76796118431949,"k7",1.50888061894838,"X7",14
"250",2.95713237871888,"k7",2.10338406603384,"X7",14
"251",-0.0577752191807708,"k7",0.165385850125806,"X7",14
"252",-0.205376194635713,"k7",0.0664972587627818,"X7",14
"253",0.397161001351301,"k7",0.566213259066374,"X7",15
"254",0.188225985184489,"k7",0.19563368261466,"X7",15
"255",1.14429813828216,"k7",0.958635740194936,"X7",15
"256",-1.35677006662844,"k7",-0.635506580896601,"X7",15
"257",0.930128773182943,"k7",0.816843340888295,"X7",15
"258",0.222941738443013,"k7",0.353296137353823,"X7",15
"259",1.29991930416447,"k7",1.08994477865422,"X7",15
"260",0.0674565398787976,"k7",-0.0405936128645175,"X7",15
"261",0.0720102634973225,"k7",0.14305264448846,"X7",15
"262",2.62037057315682,"k7",2.46005345763437,"X7",15
"263",0.0883857062403653,"k7",0.0268927198507234,"X7",15
"264",0.772938086610222,"k7",0.873024678161883,"X7",15
"265",1.68674007563004,"k7",1.58959795063139,"X7",15
"266",3.37263941171963,"k7",2.29846635402479,"X7",15
"267",2.70334659884334,"k7",2.56680087548092,"X7",15
"268",-0.135924376126333,"k7",-0.269431569651304,"X7",15
"269",-0.761643441421593,"k7",-0.354123812269171,"X7",15
"270",1.81080593951565,"k7",1.99294940670783,"X7",15
"271",-0.088629131558833,"k7",1.05308416995954,"X7",16
"272",2.41979202228514,"k7",2.21140474840853,"X7",16
"273",1.28178744033816,"k7",1.05864511307963,"X7",16
"274",0.800528594241903,"k7",0.699731717556161,"X7",16
"275",0.288112151469746,"k7",0.061312848373217,"X7",16
"276",0.393292612609987,"k7",0.744347226936933,"X7",16
"277",-1.09466652177362,"k7",-0.592827143651952,"X7",16
"278",0.74361113859579,"k7",0.825153046598946,"X7",16
"279",0.490032567321886,"k7",0.529577627681732,"X7",16
"280",0.811327832725554,"k7",0.807254262616877,"X7",16
"281",0.319947316494977,"m1",0.322659618537071,"X8",16
"282",-0.488885755577496,"m1",-0.500073226832677,"X8",16
"283",0.0485330034483239,"m1",0.0420731851218411,"X8",16
"284",0.15496132596461,"m1",0.144925847141863,"X8",16
"285",0.80703408689827,"m1",0.78405778615878,"X8",16
"286",-0.498115491204184,"m1",-0.473149934987516,"X8",16
"287",-0.177486184632168,"m1",-0.153507033510871,"X8",16
"288",0.146976187343704,"m1",0.11504583649287,"X8",16
"289",0.0989148609738225,"m1",0.0877973000600402,"X8",17
"290",0.946897138580435,"m1",0.904667706144585,"X8",17
"291",0.0842645445813639,"m1",0.145574770102261,"X8",17
"292",-0.752966853537642,"m1",-0.786462304843901,"X8",17
"293",0.238382412310658,"m1",0.273306109824423,"X8",17
"294",-0.416222256738628,"m1",-0.451577911587044,"X8",17
"295",-0.209053375182238,"m1",-0.198471967765322,"X8",17
"296",-0.273968890597541,"m1",-0.306167483800454,"X8",17
"297",-0.781290099449772,"m1",-0.79011118003111,"X8",17
"298",-0.184301005738471,"m1",-0.15616482297078,"X8",17
"299",0.557433072688164,"m1",0.573790678778796,"X8",17
"300",-0.198145075224752,"m1",-0.153640909550062,"X8",17
"301",0.0621245008672533,"m1",0.108437103078834,"X8",17
"302",0.572988117771907,"m1",0.603617215032708,"X8",17
"303",-0.201960546706488,"m1",-0.22416201793236,"X8",17
"304",0.740784428238573,"m1",0.75664085872955,"X8",17
"305",0.468962219189218,"m1",0.499735807434631,"X8",17
"306",-0.00239171560496101,"m1",-0.0332638831405924,"X8",17
"307",0.221496144127119,"m1",0.275697205504085,"X8",18
"308",0.318201563581208,"m1",0.31330228140965,"X8",18
"309",-0.484791771901052,"m1",-0.493755289489736,"X8",18
"310",-0.213475606746305,"m1",-0.20753935183242,"X8",18
"311",0.0521245442363598,"m1",0.0769458202298721,"X8",18
"312",-0.770000731327858,"m1",-0.746207631712368,"X8",18
"313",0.0236451075984333,"m1",0.0218305764953505,"X8",18
"314",0.155763894704198,"m1",0.221663904510793,"X8",18
"315",-0.354999760669671,"m1",-0.304344039430383,"X8",18
"316",0.0287724760776347,"m1",-0.021384038211211,"X8",18
"317",0.330743406534347,"m1",0.27197751509015,"X8",18
