"","parameter","cor(generating, fitted)"
"1","bound1",0.987741570853321
"2","bound2",0.978082975452797
"3","bound3",0.975996370753894
"4","bound4",0.932832832222476
"5","bound5",0.730104599948982
"6","bound6",0.526590271619028
"7","bound7",0.249515687379865
"8","sigma1",0.463639302657364
"9","sigma2",0.731783587020631
"10","sigma3",0.852311179137558
"11","sigma4",0.973893720110074
