"","parameter","cor(generating, fitted)"
"1","bound1",0.925367537167643
"2","bound2",0.946815753714203
"3","bound3",0.949610979258526
"4","bound4",0.887629377919076
"5","bound5",0.916954693723651
"6","bound6",0.888499440983641
"7","bound7",0.915155706672476
"8","d_noise",0.452682858022096
"9","sigma1",0.959602543536282
"10","sigma2",0.974874326857645
"11","sigma3",0.966576094259728
"12","sigma4",0.988588870339726
