"","parameter","cor(generating, fitted)"
"1","bound1",0.993817125210591
"2","bound2",0.996384281639253
"3","bound3",0.995633418664547
"4","bound4",0.975529259072024
"5","bound5",0.957017338566382
"6","bound6",0.947855514838123
"7","bound7",0.888422874016347
"8","sigma1",0.976574366253174
"9","sigma2",0.987758765310405
"10","sigma3",0.995455040122778
"11","sigma4",0.991812440030019
