"","parameter","cor(generating, fitted)"
"1","bound1",0.990516439695537
"2","bound2",0.992682939964689
"3","bound3",0.98717215648184
"4","bound4",0.955306292395912
"5","bound5",0.960772739236676
"6","bound6",0.937434203749528
"7","bound7",0.918098098635088
"8","sigma1",0.865245878077441
"9","sigma2",0.950546534615688
"10","sigma3",0.960500707814762
"11","sigma4",0.975311280782158
