"","parameter","cor(generating, fitted)"
"1","bound1",0.9905902392505
"2","bound2",0.988171903423999
"3","bound3",0.979964793754778
"4","bound4",0.96511946551603
"5","bound5",0.964502426530612
"6","bound6",0.93585725898095
"7","bound7",0.769912784242648
"8","psi",0.565952835307671
"9","sigma1",0.849356958905735
"10","sigma2",0.982752771956173
"11","sigma3",0.986498531067624
"12","sigma4",0.979085776757576
