"","parameter","cor(generating, fitted)"
"1","bound1",0.964874335892205
"2","bound2",0.982290339500167
"3","bound3",0.963949741773638
"4","bound4",0.846303018827797
"5","bound5",0.70786745150172
"6","bound6",0.311899058838473
"7","bound7",0.222955360690063
"8","sigma1",0.537867004596418
"9","sigma2",0.723135827220839
"10","sigma3",0.895335889213158
"11","sigma4",0.910109783807618
