"","parameter","cor(generating, fitted)"
"1","bound1",0.985976629444271
"2","bound2",0.99704819254414
"3","bound3",0.996100763697446
"4","bound4",0.994781356815719
"5","bound5",0.993804121118397
"6","bound6",0.99255410372486
"7","bound7",0.99120917257117
"8","d_noise",0.541330764476614
"9","sigma1",0.998323560979429
"10","sigma2",0.998313119024204
"11","sigma3",0.998128056343873
"12","sigma4",0.998815674897784
