"","parameter","cor(generating, fitted)"
"1","bound1",0.825769080913123
"2","bound2",0.874603021836233
"3","bound3",0.805988471202758
"4","bound4",0.546045718196406
"5","bound5",0.261514100488575
"6","bound6",0.129420905165109
"7","bound7",0.151367388563807
"8","cat1_sigma",-0.0732266472684599
"9","cat2_sigma",0.199582727492926
"10","sigma1",0.611841800011172
"11","sigma2",0.649051836520317
"12","sigma3",0.679910165172432
"13","sigma4",0.911631553478906
