"","parameter","cor(generating, fitted)"
"1","bound1",0.859034734375131
"2","bound2",0.904648334652599
"3","bound3",0.871622758197152
"4","bound4",0.673637360246416
"5","bound5",0.171639282906197
"6","bound6",0.103163328584751
"7","bound7",0.0435317788586406
"8","cat1_sigma",0.240482158004845
"9","cat2_sigma",0.700016840033451
"10","sigma1",0.646991551831461
"11","sigma2",0.603772801382424
"12","sigma3",0.511643498438645
"13","sigma4",0.896825288839203
