"","parameter","cor(generating, fitted)"
"1","bound1",0.99949026123632
"2","bound2",0.999623129945623
"3","bound3",0.999172732407877
"4","bound4",0.998315748644274
"5","bound5",0.968657988017182
"6","bound6",0.976118383293427
"7","bound7",0.975630017418633
"8","sigma1",0.995339775086602
"9","sigma2",0.997410040857933
"10","sigma3",0.997549325141062
"11","sigma4",0.998934677950614
