"","parameter","cor(generating, fitted)"
"1","bound1",0.998714257773711
"2","bound2",0.997968003443121
"3","bound3",0.997259703726879
"4","bound4",0.991641312295855
"5","bound5",0.973491141782445
"6","bound6",0.937841947759731
"7","bound7",0.145515163317096
"8","psi",0.399727709851273
"9","sigma1",0.949709102368787
"10","sigma2",0.978052422825142
"11","sigma3",0.990538633486101
"12","sigma4",0.99378365229417
