"","parameter","cor(generating, fitted)"
"1","bound1",0.917152144483532
"2","bound2",0.808277658625926
"3","bound3",0.843081525159398
"4","bound4",0.773343687332404
"5","bound5",0.336391042582015
"6","bound6",0.490671840785872
"7","bound7",0.342757113468597
"8","cat1_sigma",0.388769453480314
"9","cat2_sigma",0.340098146776657
"10","sigma1",0.6939767480967
"11","sigma2",0.675590130726209
"12","sigma3",0.822491096610509
"13","sigma4",0.970409132162007
