"","parameter","cor(generating, fitted)"
"1","bound1",0.845644753625246
"2","bound2",0.907442875326702
"3","bound3",0.905896249860777
"4","bound4",0.701725044900351
"5","bound5",0.363986933975071
"6","bound6",0.336249378760946
"7","bound7",0.0312413038749277
"8","cat1_sigma",0.502423691309526
"9","cat2_sigma",0.673562597285464
"10","sigma1",0.461898792272207
"11","sigma2",0.644629350659304
"12","sigma3",0.763544635230456
"13","sigma4",0.953367386541913
