"","parameter","cor(generating, fitted)"
"1","bound1",0.995784306553191
"2","bound2",0.994804369593632
"3","bound3",0.994106778295317
"4","bound4",0.987867187351516
"5","bound5",0.987418934117051
"6","bound6",0.97099119742112
"7","bound7",0.934113200289343
"8","sigma1",0.946686459802305
"9","sigma2",0.964018119665593
"10","sigma3",0.98122028851176
"11","sigma4",0.99277381050065
