"","parameter","cor(generating, fitted)"
"1","bound1",0.98359738849403
"2","bound2",0.991113827504938
"3","bound3",0.971349448932206
"4","bound4",0.928985873767613
"5","bound5",0.618702674268519
"6","bound6",0.46447336411494
"7","bound7",0.294973544740632
"8","sigma1",0.622128040632719
"9","sigma2",0.780215956603897
"10","sigma3",0.90750933166926
"11","sigma4",0.941615775201351
