"","parameter","cor(generating, fitted)"
"1","bound1",0.949306836611024
"2","bound2",0.947414882712641
"3","bound3",0.943905156354449
"4","bound4",0.668311375291213
"5","bound5",0.49812927074092
"6","bound6",0.37576011138956
"7","bound7",-0.0164177997022288
"8","sigma1",0.340357659920216
"9","sigma2",0.501639656493379
"10","sigma3",0.731924734807114
"11","sigma4",0.874934235456148
